BIOME_NAME,BIOME_NUM,NAME,ISO3,sum
Temperate Conifer Forests,5.0,Liechtenstein,LIE,153.98002194639548
Temperate Broadleaf & Mixed Forests,4.0,Ireland,IRL,9424961.669765634
"Temperate Grasslands, Savannas & Shrublands",8.0,Faroe Islands,FRO,0.0
Temperate Broadleaf & Mixed Forests,4.0,Åland,ALA,71199.03469546861
Temperate Broadleaf & Mixed Forests,4.0,Denmark,DNK,5.7527902963463426E7
Temperate Broadleaf & Mixed Forests,4.0,Estonia,EST,1.6069152763360884E7
Temperate Broadleaf & Mixed Forests,4.0,Finland,FIN,960685.2858273655
Temperate Broadleaf & Mixed Forests,4.0,Latvia,LVA,2.6475527046578266E7
Temperate Broadleaf & Mixed Forests,4.0,Lithuania,LTU,5.0843747867213465E7
Temperate Broadleaf & Mixed Forests,4.0,Sweden,SWE,3.2210678239302296E7
Temperate Broadleaf & Mixed Forests,4.0,United Kingdom,GBR,1.4125300796334898E8
Temperate Conifer Forests,5.0,United Kingdom,GBR,298685.3939501235
"Mediterranean Forests, Woodlands & Scrub",12.0,United Kingdom,GBR,10595.69815714581
Temperate Broadleaf & Mixed Forests,4.0,Norway,NOR,687534.7645814698
Temperate Conifer Forests,5.0,Norway,NOR,120925.57256127546
"Mediterranean Forests, Woodlands & Scrub",12.0,Gibraltar,GIB,8.475428357720375
"Mediterranean Forests, Woodlands & Scrub",12.0,Malta,MLT,18851.38412206916
"Mediterranean Forests, Woodlands & Scrub",12.0,Vatican City,VAT,0.0
Temperate Broadleaf & Mixed Forests,4.0,Andorra,AND,84.7164170069172
"Mediterranean Forests, Woodlands & Scrub",12.0,San Marino,SMR,1690.2142605199979
Temperate Broadleaf & Mixed Forests,4.0,Albania,ALB,67667.22377898582
"Mediterranean Forests, Woodlands & Scrub",12.0,Albania,ALB,1083029.4894061834
Temperate Broadleaf & Mixed Forests,4.0,Bosnia and Herzegovina,BIH,8655749.776712645
"Mediterranean Forests, Woodlands & Scrub",12.0,Bosnia and Herzegovina,BIH,113540.5685101024
Temperate Broadleaf & Mixed Forests,4.0,Spain,ESP,8948972.133527748
"Mediterranean Forests, Woodlands & Scrub",12.0,Spain,ESP,1.4784158062301638E7
Temperate Broadleaf & Mixed Forests,4.0,Greece,GRC,4153989.8311216324
"Mediterranean Forests, Woodlands & Scrub",12.0,Greece,GRC,4005796.858026086
"Mediterranean Forests, Woodlands & Scrub",12.0,Croatia,HRV,335367.73859376204
Temperate Broadleaf & Mixed Forests,4.0,Croatia,HRV,1.630229611214082E7
Temperate Broadleaf & Mixed Forests,4.0,Italy,ITA,4.443970183998877E7
"Mediterranean Forests, Woodlands & Scrub",12.0,Italy,ITA,7736547.688419432
Temperate Conifer Forests,5.0,Italy,ITA,791465.6152279361
Temperate Broadleaf & Mixed Forests,4.0,Montenegro,MNE,787075.0089984053
"Mediterranean Forests, Woodlands & Scrub",12.0,Montenegro,MNE,88350.84683984777
Temperate Broadleaf & Mixed Forests,4.0,Macedonia,MKD,4365740.505659817
"Mediterranean Forests, Woodlands & Scrub",12.0,Macedonia,MKD,132825.6605517547
Temperate Broadleaf & Mixed Forests,4.0,Portugal,PRT,779212.1209160277
"Mediterranean Forests, Woodlands & Scrub",12.0,Portugal,PRT,2032009.1037964497
Temperate Broadleaf & Mixed Forests,4.0,Serbia,SRB,3.9114378423830144E7
"Mediterranean Forests, Woodlands & Scrub",12.0,Serbia,SRB,3500.354950723858
Temperate Broadleaf & Mixed Forests,4.0,Slovenia,SVN,3017529.15845643
Temperate Conifer Forests,5.0,Slovenia,SVN,73329.91080175014
"Mediterranean Forests, Woodlands & Scrub",12.0,Slovenia,SVN,3748.318237928465
Tropical & Subtropical Moist Broadleaf Forests,1.0,Palestina,VUT,29.465632126471576
Tropical & Subtropical Moist Broadleaf Forests,1.0,Solomon Islands,SLB,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Fiji,FJI,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Fiji,FJI,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,New Caledonia,NCL,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,New Caledonia,NCL,793.3472772359846
Tropical & Subtropical Moist Broadleaf Forests,1.0,Papua New Guinea,PNG,124812.82589250755
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Papua New Guinea,PNG,3199.8181260823203
Montane Grasslands & Shrublands,10.0,Papua New Guinea,PNG,16.430555306425205
Tropical & Subtropical Moist Broadleaf Forests,1.0,American Samoa,ASM,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Cook Islands,COK,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,French Polynesia,PYF,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Niue,NIU,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Pitcairn Islands,PCN,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Samoa,WSM,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Tonga,TON,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Wallis and Futuna,WLF,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Tuvalu,TUV,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Kiribati,KIR,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Marshall Islands,MHL,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Palau,PLW,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Guam,GUM,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Northern Mariana Islands,MNP,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Federated States of Micronesia,FSM,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Federated States of Micronesia,FSM,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Baker Island,UMI,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Howland Island,UMI,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Jarvis Island,UMI,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Johnston Atoll,UMI,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Palmyra Atoll,UMI,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Midway Islands,UMI,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Wake Island,UMI,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Norfolk Island,NFK,0.0
Temperate Broadleaf & Mixed Forests,4.0,Australia,AUS,3.0091697661770403E7
"Temperate Grasslands, Savannas & Shrublands",8.0,Australia,AUS,1.955707099971413E7
"Mediterranean Forests, Woodlands & Scrub",12.0,Australia,AUS,2.7855098247328635E7
Deserts & Xeric Shrublands,13.0,Australia,AUS,5622.603947879632
Tropical & Subtropical Moist Broadleaf Forests,1.0,Australia,AUS,1335022.7083436106
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Australia,AUS,1.033452147142428E7
Montane Grasslands & Shrublands,10.0,Australia,AUS,2432.2759696131166
Tropical & Subtropical Moist Broadleaf Forests,1.0,New Zealand,NZL,0.0
Temperate Broadleaf & Mixed Forests,4.0,New Zealand,NZL,6027748.350565932
"Temperate Grasslands, Savannas & Shrublands",8.0,New Zealand,NZL,8002464.8372368
Montane Grasslands & Shrublands,10.0,New Zealand,NZL,392172.0368853843
Tropical & Subtropical Dry Broadleaf Forests,2.0,Cayman Islands,CYM,459.97167893998756
Deserts & Xeric Shrublands,13.0,Anguilla,AIA,13.98534299065085
Deserts & Xeric Shrublands,13.0,Barbados,BRB,0.0
Deserts & Xeric Shrublands,13.0,Saint Martin,MAF,3.8817222283868227
Deserts & Xeric Shrublands,13.0,Sint Maarten,SXM,3.8496806144714353
Tropical & Subtropical Coniferous Forests,3.0,Bahamas,BHS,1068.8078667780935
Tropical & Subtropical Coniferous Forests,3.0,Turks and Caicas Islands,TCA,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Antigua and Barbuda,ATG,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Antigua and Barbuda,ATG,0.0
Deserts & Xeric Shrublands,13.0,Antigua and Barbuda,ATG,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Cuba,CUB,546795.5229878908
Tropical & Subtropical Dry Broadleaf Forests,2.0,Cuba,CUB,2.2993878914025255E7
Tropical & Subtropical Coniferous Forests,3.0,Cuba,CUB,100072.14750648859
Deserts & Xeric Shrublands,13.0,Cuba,CUB,2823.51997855411
Tropical & Subtropical Moist Broadleaf Forests,1.0,Dominica,DMA,0.0
Deserts & Xeric Shrublands,13.0,Dominica,DMA,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Dominican Republic,DOM,362247.0817447822
Tropical & Subtropical Dry Broadleaf Forests,2.0,Dominican Republic,DOM,0.0
Tropical & Subtropical Coniferous Forests,3.0,Dominican Republic,DOM,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Grenada,GRD,19.57414316401762
Tropical & Subtropical Dry Broadleaf Forests,2.0,Grenada,GRD,143.76023766068852
Deserts & Xeric Shrublands,13.0,Grenada,GRD,17.108526776538177
Tropical & Subtropical Moist Broadleaf Forests,1.0,Guadeloupe,GLP,0.0
Deserts & Xeric Shrublands,13.0,Guadeloupe,GLP,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Haiti,HTI,33805.36800761672
Tropical & Subtropical Dry Broadleaf Forests,2.0,Haiti,HTI,21881.538633719625
Tropical & Subtropical Coniferous Forests,3.0,Haiti,HTI,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Jamaica,JAM,89827.98571839748
Tropical & Subtropical Dry Broadleaf Forests,2.0,Jamaica,JAM,413001.94193247356
Tropical & Subtropical Moist Broadleaf Forests,1.0,Saint Kitts and Nevis,KNA,0.0
Deserts & Xeric Shrublands,13.0,Saint Kitts and Nevis,KNA,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Saint Lucia,LCA,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Saint Lucia,LCA,0.0
Deserts & Xeric Shrublands,13.0,Saint Lucia,LCA,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Martinique,MTQ,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Martinique,MTQ,0.0
Deserts & Xeric Shrublands,13.0,Martinique,MTQ,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Montserrat,MSR,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Montserrat,MSR,0.0
Deserts & Xeric Shrublands,13.0,Montserrat,MSR,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Puerto Rico,PRI,3443.4804535541825
Tropical & Subtropical Dry Broadleaf Forests,2.0,Puerto Rico,PRI,63064.1004123243
Tropical & Subtropical Moist Broadleaf Forests,1.0,Saint Vincent and the Grenadines,VCT,0.0
Tropical & Subtropical Dry Broadleaf Forests,2.0,Saint Vincent and the Grenadines,VCT,0.0
Deserts & Xeric Shrublands,13.0,Saint Vincent and the Grenadines,VCT,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,British Virgin Islands,VGB,0.0
Deserts & Xeric Shrublands,13.0,British Virgin Islands,VGB,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Virgin Islands,VIR,6.719673371315003
Deserts & Xeric Shrublands,13.0,Virgin Islands,VIR,25.31264445066453
Tropical & Subtropical Moist Broadleaf Forests,1.0,Belize,BLZ,401610.35949140944
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Belize,BLZ,23723.774720889032
Tropical & Subtropical Moist Broadleaf Forests,1.0,Costa Rica,CRI,501067.3899734481
Tropical & Subtropical Dry Broadleaf Forests,2.0,Costa Rica,CRI,2989190.2732070778
Tropical & Subtropical Moist Broadleaf Forests,1.0,Guatemala,GTM,679452.5280256337
Tropical & Subtropical Dry Broadleaf Forests,2.0,Guatemala,GTM,4903274.411228059
Tropical & Subtropical Coniferous Forests,3.0,Guatemala,GTM,624322.3295462559
Deserts & Xeric Shrublands,13.0,Guatemala,GTM,2440.519857525237
Tropical & Subtropical Moist Broadleaf Forests,1.0,Honduras,HND,166251.1611488362
Tropical & Subtropical Dry Broadleaf Forests,2.0,Honduras,HND,7865140.560471541
Tropical & Subtropical Coniferous Forests,3.0,Honduras,HND,609928.4799405115
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Honduras,HND,2761.967877021688
Tropical & Subtropical Moist Broadleaf Forests,1.0,Mexico,MEX,1.1322881876152836E7
Tropical & Subtropical Dry Broadleaf Forests,2.0,Mexico,MEX,1.0916693179346487E8
Tropical & Subtropical Coniferous Forests,3.0,Mexico,MEX,1.2194312833951592E7
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Mexico,MEX,3539024.89325101
"Mediterranean Forests, Woodlands & Scrub",12.0,Mexico,MEX,3069.291304205869
Deserts & Xeric Shrublands,13.0,Mexico,MEX,455314.72034050414
Tropical & Subtropical Moist Broadleaf Forests,1.0,Nicaragua,NIC,2014578.4351532513
Tropical & Subtropical Dry Broadleaf Forests,2.0,Nicaragua,NIC,1.546474957547462E7
Tropical & Subtropical Coniferous Forests,3.0,Nicaragua,NIC,274773.7121622769
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Nicaragua,NIC,4694.581106819311
Tropical & Subtropical Moist Broadleaf Forests,1.0,Panama,PAN,3803903.67485641
Tropical & Subtropical Dry Broadleaf Forests,2.0,Panama,PAN,8860569.878801797
Tropical & Subtropical Moist Broadleaf Forests,1.0,El Salvador,SLV,3604.947823294743
Tropical & Subtropical Dry Broadleaf Forests,2.0,El Salvador,SLV,4312618.177369104
Tropical & Subtropical Coniferous Forests,3.0,El Salvador,SLV,70254.26358126324
Tropical & Subtropical Coniferous Forests,3.0,Bermuda,BMU,0.0
Temperate Broadleaf & Mixed Forests,4.0,Canada,CAN,5.6069700656950496E7
Temperate Conifer Forests,5.0,Canada,CAN,1226461.379928392
"Temperate Grasslands, Savannas & Shrublands",8.0,Canada,CAN,2.3973422680032882E8
Temperate Conifer Forests,5.0,Canada,CAN,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,United States,USA,4417.464490568263
Tropical & Subtropical Dry Broadleaf Forests,2.0,United States,USA,207091.0707233138
Tropical & Subtropical Coniferous Forests,3.0,United States,USA,149.73009648938393
Temperate Broadleaf & Mixed Forests,4.0,United States,USA,3.156789882202681E8
Temperate Conifer Forests,5.0,United States,USA,5485063.406787708
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,United States,USA,9181781.353801323
"Temperate Grasslands, Savannas & Shrublands",8.0,United States,USA,5.804312618733984E8
"Mediterranean Forests, Woodlands & Scrub",12.0,United States,USA,959647.1512166087
Deserts & Xeric Shrublands,13.0,United States,USA,288662.958378982
Deserts & Xeric Shrublands,13.0,Aruba,ABW,45.445364635691874
Deserts & Xeric Shrublands,13.0,Curaçao,CUW,271.49273625500075
Tropical & Subtropical Dry Broadleaf Forests,2.0,"Bonaire, Saint Eustatius and Saba",BES,0.0
Deserts & Xeric Shrublands,13.0,"Bonaire, Saint Eustatius and Saba",BES,229.6097966352633
Tropical & Subtropical Moist Broadleaf Forests,1.0,Trinidad and Tobago,TTO,20467.53015857163
Tropical & Subtropical Dry Broadleaf Forests,2.0,Trinidad and Tobago,TTO,46795.90285029997
"Temperate Grasslands, Savannas & Shrublands",8.0,Falkland Islands (Islas Malvinas),FLK,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,French Guiana,GUF,331.7258209705353
Temperate Broadleaf & Mixed Forests,4.0,Argentina,ARG,400981.5675492614
"Temperate Grasslands, Savannas & Shrublands",8.0,Argentina,ARG,2.1051593392349443E8
Montane Grasslands & Shrublands,10.0,Argentina,ARG,296066.35946235334
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Argentina,ARG,3.784892682239178E7
Tropical & Subtropical Moist Broadleaf Forests,1.0,Argentina,ARG,1309571.734748852
Tropical & Subtropical Moist Broadleaf Forests,1.0,Bolivia,BOL,2559016.153729467
Tropical & Subtropical Dry Broadleaf Forests,2.0,Bolivia,BOL,3.45946448459618E7
Montane Grasslands & Shrublands,10.0,Bolivia,BOL,2437376.3305680244
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Bolivia,BOL,2248012.902470188
Tropical & Subtropical Moist Broadleaf Forests,1.0,Brazil,BRA,2.4077877441268873E8
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Brazil,BRA,4.797158205796588E8
Tropical & Subtropical Dry Broadleaf Forests,2.0,Brazil,BRA,1.3233519278532915E8
Temperate Broadleaf & Mixed Forests,4.0,Chile,CHL,1.0574579491948618E7
"Temperate Grasslands, Savannas & Shrublands",8.0,Chile,CHL,77878.2174558973
Tropical & Subtropical Moist Broadleaf Forests,1.0,Chile,CHL,0.0
"Mediterranean Forests, Woodlands & Scrub",12.0,Chile,CHL,306876.55953287653
Montane Grasslands & Shrublands,10.0,Chile,CHL,12938.261165525799
Deserts & Xeric Shrublands,13.0,Chile,CHL,939.7728480675673
Tropical & Subtropical Moist Broadleaf Forests,1.0,Colombia,COL,5739484.604856737
Tropical & Subtropical Dry Broadleaf Forests,2.0,Colombia,COL,1.4946417196041191E7
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Colombia,COL,660282.326117479
Montane Grasslands & Shrublands,10.0,Colombia,COL,315039.73479477613
Deserts & Xeric Shrublands,13.0,Colombia,COL,43752.110465962454
Tropical & Subtropical Moist Broadleaf Forests,1.0,Ecuador,ECU,4354145.709374836
Tropical & Subtropical Dry Broadleaf Forests,2.0,Ecuador,ECU,4739718.484038845
Montane Grasslands & Shrublands,10.0,Ecuador,ECU,776114.2885856059
Deserts & Xeric Shrublands,13.0,Ecuador,ECU,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Guyana,GUY,52543.65339674191
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Guyana,GUY,7983.6239368721845
Tropical & Subtropical Moist Broadleaf Forests,1.0,Peru,PER,2626337.3804122326
Montane Grasslands & Shrublands,10.0,Peru,PER,4963933.173425071
Deserts & Xeric Shrublands,13.0,Peru,PER,86415.61492441733
Tropical & Subtropical Dry Broadleaf Forests,2.0,Peru,PER,1746108.0223095587
Tropical & Subtropical Moist Broadleaf Forests,1.0,Paraguay,PRY,1.8869338404529925E7
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Paraguay,PRY,8485052.034253012
Tropical & Subtropical Moist Broadleaf Forests,1.0,Suriname,SUR,6735.912600667336
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Suriname,SUR,0.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,Uruguay,URY,0.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Uruguay,URY,2.3118625851166077E7
"Temperate Grasslands, Savannas & Shrublands",8.0,Uruguay,URY,921.109344294223
Tropical & Subtropical Moist Broadleaf Forests,1.0,Venezuela,VEN,730964.7592063545
Tropical & Subtropical Dry Broadleaf Forests,2.0,Venezuela,VEN,2.5664258223540906E7
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Venezuela,VEN,5815677.575829605
Montane Grasslands & Shrublands,10.0,Venezuela,VEN,44.6435196283723
Deserts & Xeric Shrublands,13.0,Venezuela,VEN,87435.45922840852
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,Clipperton Island,C--,0.0
