BIOME_NAME,BIOME_NUM,ISO3,COUNTRY,mean
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SOM,Somalia,0.2838134072213827
Deserts & Xeric Shrublands,13.0,SOM,Somalia,0.05350126340261396
Deserts & Xeric Shrublands,13.0,ATF,French Southern Territories,
Tropical & Subtropical Moist Broadleaf Forests,1.0,TZA,Tanzania,0.5391858214356737
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TZA,Tanzania,0.35644476252115403
Montane Grasslands & Shrublands,10.0,TZA,Tanzania,0.17097025812541813
Tropical & Subtropical Moist Broadleaf Forests,1.0,UGA,Uganda,0.5071168925136339
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,UGA,Uganda,0.3158049007838399
Montane Grasslands & Shrublands,10.0,UGA,Uganda,0.10741880682361855
Tropical & Subtropical Dry Broadleaf Forests,2.0,ZMB,Zambia,0.17568164266323308
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZMB,Zambia,0.21096283857494064
Montane Grasslands & Shrublands,10.0,ZMB,Zambia,0.2061819603923226
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZWE,Zimbabwe,0.735106152933046
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZWE,Zimbabwe,0.1999775840131387
Montane Grasslands & Shrublands,10.0,ZWE,Zimbabwe,0.13560302474952013
Deserts & Xeric Shrublands,13.0,ZWE,Zimbabwe,0.006815060387375305
Tropical & Subtropical Dry Broadleaf Forests,2.0,CPV,Cape Verde,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BFA,Burkina Faso,0.3280961463317826
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GMB,Gambia,0.30195133709937905
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GNB,Guinea-Bissau,0.26523140176830823
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SEN,Senegal,0.2715920127281956
Tropical & Subtropical Moist Broadleaf Forests,1.0,BEN,Benin,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BEN,Benin,0.34291037390590096
Tropical & Subtropical Moist Broadleaf Forests,1.0,CIV,Côte d'Ivoire,0.6656892139557296
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CIV,Côte d'Ivoire,0.35070056739967037
Tropical & Subtropical Moist Broadleaf Forests,1.0,GHA,Ghana,0.6008440638908312
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GHA,Ghana,0.40717504759636364
Tropical & Subtropical Moist Broadleaf Forests,1.0,GIN,Guinea,0.45937468452504426
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GIN,Guinea,0.2953857839814167
Tropical & Subtropical Moist Broadleaf Forests,1.0,LBR,Liberia,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LBR,Liberia,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MLI,Mali,0.2478827779986408
Deserts & Xeric Shrublands,13.0,MLI,Mali,0.028638728536687204
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MRT,Mauritania,0.18833664615337864
Deserts & Xeric Shrublands,13.0,MRT,Mauritania,0.04669217377450893
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NER,Niger,0.18025596734237884
Deserts & Xeric Shrublands,13.0,NER,Niger,0.03316684510935176
Tropical & Subtropical Moist Broadleaf Forests,1.0,NGA,Nigeria,0.49163431723486756
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NGA,Nigeria,0.40370347867471357
Montane Grasslands & Shrublands,10.0,NGA,Nigeria,0.33292983711818475
"Temperate Grasslands, Savannas & Shrublands",8.0,SHN,Saint Helena,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SHN,Saint Helena,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SLE,Sierra Leone,0.6134102138330291
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SLE,Sierra Leone,0.3173227140786166
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TGO,Togo,0.4709309475827405
Tropical & Subtropical Moist Broadleaf Forests,1.0,TGO,Togo,
"Mediterranean Forests, Woodlands & Scrub",12.0,DZA,Algeria,0.07516708617485848
Deserts & Xeric Shrublands,13.0,DZA,Algeria,0.018952422319240003
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,DZA,Algeria,0.10066294874994827
Temperate Conifer Forests,5.0,DZA,Algeria,0.1774029875160755
"Mediterranean Forests, Woodlands & Scrub",12.0,EGY,Egypt,
Deserts & Xeric Shrublands,13.0,EGY,Egypt,0.021374906836167214
"Mediterranean Forests, Woodlands & Scrub",12.0,ESH,Western Sahara,
Deserts & Xeric Shrublands,13.0,ESH,Western Sahara,0.023591192370134035
Deserts & Xeric Shrublands,13.0,LBY,Libya,0.016372496025669543
"Mediterranean Forests, Woodlands & Scrub",12.0,LBY,Libya,0.111658262333503
Temperate Conifer Forests,5.0,MAR,Morocco,0.16374339870967475
Montane Grasslands & Shrublands,10.0,MAR,Morocco,0.13430206985327459
"Mediterranean Forests, Woodlands & Scrub",12.0,MAR,Morocco,0.09625041695243435
Deserts & Xeric Shrublands,13.0,MAR,Morocco,0.016366206967949225
Tropical & Subtropical Moist Broadleaf Forests,1.0,SDN,Sudan,0.511681893000809
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SDN,Sudan,0.2743022606213979
Montane Grasslands & Shrublands,10.0,SDN,Sudan,0.16464043462870084
Deserts & Xeric Shrublands,13.0,SDN,Sudan,0.037130225472763796
Temperate Conifer Forests,5.0,TUN,Tunisia,0.21063794702009628
"Mediterranean Forests, Woodlands & Scrub",12.0,TUN,Tunisia,0.07563143032492153
Deserts & Xeric Shrublands,13.0,TUN,Tunisia,0.01790551259545305
Deserts & Xeric Shrublands,13.0,BWA,Botswana,0.02163793852916415
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BWA,Botswana,0.14905710313027448
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LSO,Lesotho,0.31229578933933483
Montane Grasslands & Shrublands,10.0,LSO,Lesotho,0.14900393843884457
Deserts & Xeric Shrublands,13.0,NAM,Namibia,0.026726363819369832
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NAM,Namibia,0.21107267229544446
Tropical & Subtropical Moist Broadleaf Forests,1.0,SWZ,Swaziland,0.3823978280319299
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SWZ,Swaziland,0.22095746672705124
Montane Grasslands & Shrublands,10.0,SWZ,Swaziland,0.16492788532581928
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZAF,South Africa,0.44055551717227387
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZAF,South Africa,0.21542519129176796
Montane Grasslands & Shrublands,10.0,ZAF,South Africa,0.0997161758574517
"Mediterranean Forests, Woodlands & Scrub",12.0,ZAF,South Africa,0.13130344296285573
Deserts & Xeric Shrublands,13.0,ZAF,South Africa,0.016722664852867143
Temperate Broadleaf & Mixed Forests,4.0,BLR,Belarus,0.335677252693138
Temperate Broadleaf & Mixed Forests,4.0,HUN,Hungary,0.3110005485016593
Temperate Broadleaf & Mixed Forests,4.0,BGR,Bulgaria,0.33881594224859796
"Mediterranean Forests, Woodlands & Scrub",12.0,BGR,Bulgaria,
"Temperate Grasslands, Savannas & Shrublands",8.0,BGR,Bulgaria,
Temperate Broadleaf & Mixed Forests,4.0,CZE,Czech Republic,
Temperate Conifer Forests,5.0,CZE,Czech Republic,
Temperate Broadleaf & Mixed Forests,4.0,MDA,Moldova,
"Temperate Grasslands, Savannas & Shrublands",8.0,MDA,Moldova,
Temperate Broadleaf & Mixed Forests,4.0,POL,Poland,0.46848302245720774
Temperate Conifer Forests,5.0,POL,Poland,0.26231473026315677
Temperate Broadleaf & Mixed Forests,4.0,ROU,Romania,0.3194417390071906
Temperate Conifer Forests,5.0,ROU,Romania,0.23410568952426877
"Temperate Grasslands, Savannas & Shrublands",8.0,ROU,Romania,
Temperate Broadleaf & Mixed Forests,4.0,RUS,Russia,0.3221270268289189
"Temperate Grasslands, Savannas & Shrublands",8.0,RUS,Russia,0.1486791045946701
Temperate Conifer Forests,5.0,RUS,Russia,0.18929345826213748
Montane Grasslands & Shrublands,10.0,RUS,Russia,0.18450729984993858
Deserts & Xeric Shrublands,13.0,RUS,Russia,0.03275201838933288
Temperate Broadleaf & Mixed Forests,4.0,SVK,Slovakia,0.32148411156742546
Temperate Conifer Forests,5.0,SVK,Slovakia,0.24633366371876067
Temperate Broadleaf & Mixed Forests,4.0,UKR,Ukraine,0.3773857441694124
Temperate Conifer Forests,5.0,UKR,Ukraine,0.26136654157998246
"Temperate Grasslands, Savannas & Shrublands",8.0,UKR,Ukraine,0.1421306705991326
Temperate Broadleaf & Mixed Forests,4.0,GGY,Guernsey,
Temperate Broadleaf & Mixed Forests,4.0,IMN,Isle of Man,
Temperate Broadleaf & Mixed Forests,4.0,JEY,Jersey,
Temperate Broadleaf & Mixed Forests,4.0,BEL,Belgium,0.5165933127661692
Temperate Broadleaf & Mixed Forests,4.0,LUX,Luxembourg,
Temperate Broadleaf & Mixed Forests,4.0,NLD,Netherlands,0.5569431297748739
"Mediterranean Forests, Woodlands & Scrub",12.0,MCO,Monaco,
Temperate Broadleaf & Mixed Forests,4.0,AUT,Austria,0.42881576919863645
Temperate Conifer Forests,5.0,AUT,Austria,0.3007177118835624
Temperate Broadleaf & Mixed Forests,4.0,CHE,Switzerland,0.4628419913536884
Temperate Conifer Forests,5.0,CHE,Switzerland,0.29020849465094983
Temperate Broadleaf & Mixed Forests,4.0,DEU,Germany,0.5307082532809206
Temperate Conifer Forests,5.0,DEU,Germany,0.3082621891124078
Temperate Broadleaf & Mixed Forests,4.0,FRA,France,0.4718300663207967
"Mediterranean Forests, Woodlands & Scrub",12.0,FRA,France,0.23513069914812237
Temperate Conifer Forests,5.0,FRA,France,0.31329175262500847
Temperate Broadleaf & Mixed Forests,4.0,LIE,Liechtenstein,
Temperate Conifer Forests,5.0,LIE,Liechtenstein,
Temperate Broadleaf & Mixed Forests,4.0,IRL,Ireland,0.8730277927034913
"Temperate Grasslands, Savannas & Shrublands",8.0,FRO,Faroe Islands,
Temperate Broadleaf & Mixed Forests,4.0,ALA,Åland,
Temperate Broadleaf & Mixed Forests,4.0,DNK,Denmark,
Temperate Broadleaf & Mixed Forests,4.0,EST,Estonia,
Temperate Broadleaf & Mixed Forests,4.0,FIN,Finland,
Temperate Broadleaf & Mixed Forests,4.0,LVA,Latvia,
Temperate Broadleaf & Mixed Forests,4.0,LTU,Lithuania,
Temperate Broadleaf & Mixed Forests,4.0,SWE,Sweden,0.3519135154003375
Temperate Broadleaf & Mixed Forests,4.0,GBR,United Kingdom,0.7406112807450974
Temperate Conifer Forests,5.0,GBR,United Kingdom,0.5096621612475429
"Mediterranean Forests, Woodlands & Scrub",12.0,GBR,United Kingdom,
Temperate Broadleaf & Mixed Forests,4.0,NOR,Norway,
Temperate Conifer Forests,5.0,NOR,Norway,0.2436454265969287
