BIOME_NAME,BIOME_NUM,ISO3,COUNTRY,mean
Tropical & Subtropical Moist Broadleaf Forests,1.0,GNQ,Equatorial Guinea,26.119565217391305
Tropical & Subtropical Moist Broadleaf Forests,1.0,STP,Sao Tome and Principe,
Tropical & Subtropical Moist Broadleaf Forests,1.0,AGO,Angola,
Tropical & Subtropical Dry Broadleaf Forests,2.0,AGO,Angola,9.255220457949111
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,AGO,Angola,13.947022560535165
Montane Grasslands & Shrublands,10.0,AGO,Angola,4.038348346835678
Deserts & Xeric Shrublands,13.0,AGO,Angola,4.50786504988941
Tropical & Subtropical Moist Broadleaf Forests,1.0,COD,Democratic Republic of the Congo,13.299067789573689
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,COD,Democratic Republic of the Congo,9.180723562525811
Montane Grasslands & Shrublands,10.0,COD,Democratic Republic of the Congo,
Tropical & Subtropical Moist Broadleaf Forests,1.0,CAF,Central African Republic,15.51492264015193
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CAF,Central African Republic,16.14317472090317
Tropical & Subtropical Moist Broadleaf Forests,1.0,COG,Republic of Congo,13.49409769505876
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,COG,Republic of Congo,11.44619772991265
Tropical & Subtropical Moist Broadleaf Forests,1.0,CMR,Cameroon,19.31276351462315
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CMR,Cameroon,19.908308938705147
Tropical & Subtropical Moist Broadleaf Forests,1.0,GAB,Gabon,15.398370548957308
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GAB,Gabon,16.038149048857978
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TCD,Chad,23.937782224401992
Deserts & Xeric Shrublands,13.0,TCD,Chad,5.012858488233625
Tropical & Subtropical Moist Broadleaf Forests,1.0,COM,Comoros,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYT,Mayotte,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MUS,Mauritius,
Tropical & Subtropical Moist Broadleaf Forests,1.0,REU,Reunion,
Deserts & Xeric Shrublands,13.0,DJI,Djibouti,4.982044763074263
Tropical & Subtropical Moist Broadleaf Forests,1.0,BDI,Burundi,17.66342091954903
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BDI,Burundi,9.918919774431858
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ERI,Eritrea,26.848947414083035
Montane Grasslands & Shrublands,10.0,ERI,Eritrea,19.852439049354206
Deserts & Xeric Shrublands,13.0,ERI,Eritrea,5.002559165935973
Tropical & Subtropical Moist Broadleaf Forests,1.0,ETH,Ethiopia,11.80994328688665
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ETH,Ethiopia,25.28975852737919
Montane Grasslands & Shrublands,10.0,ETH,Ethiopia,18.54432976449714
Deserts & Xeric Shrublands,13.0,ETH,Ethiopia,4.986180130749718
Tropical & Subtropical Moist Broadleaf Forests,1.0,KEN,Kenya,25.955299998582323
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,KEN,Kenya,26.156251472156733
Tropical & Subtropical Moist Broadleaf Forests,1.0,KEN,Kenya,15.183216343066324
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,KEN,Kenya,15.183216343066324
Montane Grasslands & Shrublands,10.0,KEN,Kenya,12.493921347303054
Tropical & Subtropical Moist Broadleaf Forests,1.0,MDG,Madagascar,24.731839042106227
Tropical & Subtropical Dry Broadleaf Forests,2.0,MDG,Madagascar,16.326643208023917
Montane Grasslands & Shrublands,10.0,MDG,Madagascar,12.89568421317037
Deserts & Xeric Shrublands,13.0,MDG,Madagascar,2.6371879961082114
Tropical & Subtropical Moist Broadleaf Forests,1.0,MWI,Malawi,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MWI,Malawi,10.595830755370091
Montane Grasslands & Shrublands,10.0,MWI,Malawi,4.194461215011187
Tropical & Subtropical Moist Broadleaf Forests,1.0,MOZ,Mozambique,16.42460864832484
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MOZ,Mozambique,12.1099640421402
Montane Grasslands & Shrublands,10.0,MOZ,Mozambique,3.555118350675075
Tropical & Subtropical Moist Broadleaf Forests,1.0,RWA,Rwanda,18.14354207092128
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,RWA,Rwanda,13.21674836085781
Montane Grasslands & Shrublands,10.0,RWA,Rwanda,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SYC,Seychelles,
Deserts & Xeric Shrublands,13.0,SYC,Seychelles,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SOM,Somalia,24.566856993054607
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SOM,Somalia,26.19772304438011
Deserts & Xeric Shrublands,13.0,SOM,Somalia,4.963402208093529
Deserts & Xeric Shrublands,13.0,ATF,French Southern Territories,
Tropical & Subtropical Moist Broadleaf Forests,1.0,TZA,Tanzania,15.67657783740496
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TZA,Tanzania,15.852750388938993
Montane Grasslands & Shrublands,10.0,TZA,Tanzania,6.309657275086052
Tropical & Subtropical Moist Broadleaf Forests,1.0,UGA,Uganda,19.637394261181754
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,UGA,Uganda,14.065340463381625
Montane Grasslands & Shrublands,10.0,UGA,Uganda,4.252973937208388
Tropical & Subtropical Dry Broadleaf Forests,2.0,ZMB,Zambia,10.104358565414426
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZMB,Zambia,11.683155371648441
Montane Grasslands & Shrublands,10.0,ZMB,Zambia,7.401245202120045
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZWE,Zimbabwe,22.624759228971126
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZWE,Zimbabwe,16.376623968625896
Montane Grasslands & Shrublands,10.0,ZWE,Zimbabwe,6.708996948295999
Deserts & Xeric Shrublands,13.0,ZWE,Zimbabwe,0.7852909840052119
Tropical & Subtropical Dry Broadleaf Forests,2.0,CPV,Cape Verde,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BFA,Burkina Faso,21.60500910312535
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GMB,Gambia,18.18644231596238
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GNB,Guinea-Bissau,9.964910959543346
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SEN,Senegal,21.31085473097291
Tropical & Subtropical Moist Broadleaf Forests,1.0,BEN,Benin,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BEN,Benin,21.20298148354545
Tropical & Subtropical Moist Broadleaf Forests,1.0,CIV,Côte d'Ivoire,14.711346929214661
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CIV,Côte d'Ivoire,11.236685382409764
Tropical & Subtropical Moist Broadleaf Forests,1.0,GHA,Ghana,13.908813736056016
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GHA,Ghana,13.883010740793962
Tropical & Subtropical Moist Broadleaf Forests,1.0,GIN,Guinea,15.285439133273714
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GIN,Guinea,11.284731487019814
Tropical & Subtropical Moist Broadleaf Forests,1.0,LBR,Liberia,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LBR,Liberia,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MLI,Mali,25.983656727937287
Deserts & Xeric Shrublands,13.0,MLI,Mali,5.002605116368426
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MRT,Mauritania,26.913288619477054
Deserts & Xeric Shrublands,13.0,MRT,Mauritania,5.005615769156319
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NER,Niger,26.88465722085156
Deserts & Xeric Shrublands,13.0,NER,Niger,5.0090085912416855
Tropical & Subtropical Moist Broadleaf Forests,1.0,NGA,Nigeria,13.68378261901634
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NGA,Nigeria,20.76032110187822
Montane Grasslands & Shrublands,10.0,NGA,Nigeria,12.201903964514454
"Temperate Grasslands, Savannas & Shrublands",8.0,SHN,Saint Helena,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SHN,Saint Helena,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SLE,Sierra Leone,14.737032994779138
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SLE,Sierra Leone,9.207456439943213
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TGO,Togo,14.425396665893945
Tropical & Subtropical Moist Broadleaf Forests,1.0,TGO,Togo,
"Mediterranean Forests, Woodlands & Scrub",12.0,DZA,Algeria,22.800901678419617
Deserts & Xeric Shrublands,13.0,DZA,Algeria,5.000917958047834
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,DZA,Algeria,26.876730950129673
Temperate Conifer Forests,5.0,DZA,Algeria,23.953889577318613
"Mediterranean Forests, Woodlands & Scrub",12.0,EGY,Egypt,
Deserts & Xeric Shrublands,13.0,EGY,Egypt,5.0
"Mediterranean Forests, Woodlands & Scrub",12.0,ESH,Western Sahara,
Deserts & Xeric Shrublands,13.0,ESH,Western Sahara,5.0
Deserts & Xeric Shrublands,13.0,LBY,Libya,4.999990611641494
"Mediterranean Forests, Woodlands & Scrub",12.0,LBY,Libya,22.735068307239644
Temperate Conifer Forests,5.0,MAR,Morocco,24.53589794509928
Montane Grasslands & Shrublands,10.0,MAR,Morocco,19.961477321489614
"Mediterranean Forests, Woodlands & Scrub",12.0,MAR,Morocco,22.807624449599135
Deserts & Xeric Shrublands,13.0,MAR,Morocco,5.00671615289198
Tropical & Subtropical Moist Broadleaf Forests,1.0,SDN,Sudan,20.692220609296573
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SDN,Sudan,23.945461928941647
Montane Grasslands & Shrublands,10.0,SDN,Sudan,20.000379122131786
Deserts & Xeric Shrublands,13.0,SDN,Sudan,4.965779704643235
Temperate Conifer Forests,5.0,TUN,Tunisia,21.523294073274325
"Mediterranean Forests, Woodlands & Scrub",12.0,TUN,Tunisia,22.63560616586439
Deserts & Xeric Shrublands,13.0,TUN,Tunisia,5.00268915092261
Deserts & Xeric Shrublands,13.0,BWA,Botswana,4.545201881309507
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BWA,Botswana,22.92732797092506
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LSO,Lesotho,25.87906341181738
Montane Grasslands & Shrublands,10.0,LSO,Lesotho,18.94056020737985
Deserts & Xeric Shrublands,13.0,NAM,Namibia,4.874081999352798
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NAM,Namibia,25.533098723358197
Tropical & Subtropical Moist Broadleaf Forests,1.0,SWZ,Swaziland,16.79621646407626
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SWZ,Swaziland,12.576055992813897
Montane Grasslands & Shrublands,10.0,SWZ,Swaziland,8.425952699499755
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZAF,South Africa,17.288642363412244
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZAF,South Africa,19.025616615275503
Montane Grasslands & Shrublands,10.0,ZAF,South Africa,17.220015194869546
"Mediterranean Forests, Woodlands & Scrub",12.0,ZAF,South Africa,19.751630081096977
Deserts & Xeric Shrublands,13.0,ZAF,South Africa,4.934090897751617
Temperate Broadleaf & Mixed Forests,4.0,BLR,Belarus,33.194233862793624
Temperate Broadleaf & Mixed Forests,4.0,HUN,Hungary,34.55715118435695
Temperate Broadleaf & Mixed Forests,4.0,BGR,Bulgaria,33.277739446320496
"Mediterranean Forests, Woodlands & Scrub",12.0,BGR,Bulgaria,
"Temperate Grasslands, Savannas & Shrublands",8.0,BGR,Bulgaria,
Temperate Broadleaf & Mixed Forests,4.0,CZE,Czech Republic,
Temperate Conifer Forests,5.0,CZE,Czech Republic,
Temperate Broadleaf & Mixed Forests,4.0,MDA,Moldova,
"Temperate Grasslands, Savannas & Shrublands",8.0,MDA,Moldova,
Temperate Broadleaf & Mixed Forests,4.0,POL,Poland,33.5867016220481
Temperate Conifer Forests,5.0,POL,Poland,22.743336944745767
Temperate Broadleaf & Mixed Forests,4.0,ROU,Romania,32.81630609249709
Temperate Conifer Forests,5.0,ROU,Romania,23.738689986127593
"Temperate Grasslands, Savannas & Shrublands",8.0,ROU,Romania,
Temperate Broadleaf & Mixed Forests,4.0,RUS,Russia,33.957243259508886
"Temperate Grasslands, Savannas & Shrublands",8.0,RUS,Russia,19.36380746803142
Temperate Conifer Forests,5.0,RUS,Russia,24.438496501250864
Montane Grasslands & Shrublands,10.0,RUS,Russia,19.8091062343653
Deserts & Xeric Shrublands,13.0,RUS,Russia,4.970128266584065
Temperate Broadleaf & Mixed Forests,4.0,SVK,Slovakia,32.766176046111724
Temperate Conifer Forests,5.0,SVK,Slovakia,23.158785812864387
Temperate Broadleaf & Mixed Forests,4.0,UKR,Ukraine,33.1158924205379
Temperate Conifer Forests,5.0,UKR,Ukraine,23.384811974673685
"Temperate Grasslands, Savannas & Shrublands",8.0,UKR,Ukraine,19.92054913876535
Temperate Broadleaf & Mixed Forests,4.0,GGY,Guernsey,
Temperate Broadleaf & Mixed Forests,4.0,IMN,Isle of Man,
Temperate Broadleaf & Mixed Forests,4.0,JEY,Jersey,
Temperate Broadleaf & Mixed Forests,4.0,BEL,Belgium,33.22530123805369
Temperate Broadleaf & Mixed Forests,4.0,LUX,Luxembourg,
Temperate Broadleaf & Mixed Forests,4.0,NLD,Netherlands,32.91574884537451
"Mediterranean Forests, Woodlands & Scrub",12.0,MCO,Monaco,
Temperate Broadleaf & Mixed Forests,4.0,AUT,Austria,33.089224589799045
Temperate Conifer Forests,5.0,AUT,Austria,24.970798354161158
Temperate Broadleaf & Mixed Forests,4.0,CHE,Switzerland,33.67847618908036
Temperate Conifer Forests,5.0,CHE,Switzerland,25.058147307633128
Temperate Broadleaf & Mixed Forests,4.0,DEU,Germany,33.32189216555088
Temperate Conifer Forests,5.0,DEU,Germany,24.576784353189687
Temperate Broadleaf & Mixed Forests,4.0,FRA,France,33.51031717182515
"Mediterranean Forests, Woodlands & Scrub",12.0,FRA,France,20.606547542595873
Temperate Conifer Forests,5.0,FRA,France,24.989713179491307
Temperate Broadleaf & Mixed Forests,4.0,LIE,Liechtenstein,
Temperate Conifer Forests,5.0,LIE,Liechtenstein,
Temperate Broadleaf & Mixed Forests,4.0,IRL,Ireland,34.512647224136195
"Temperate Grasslands, Savannas & Shrublands",8.0,FRO,Faroe Islands,
Temperate Broadleaf & Mixed Forests,4.0,ALA,Åland,
Temperate Broadleaf & Mixed Forests,4.0,DNK,Denmark,
Temperate Broadleaf & Mixed Forests,4.0,EST,Estonia,
Temperate Broadleaf & Mixed Forests,4.0,FIN,Finland,
Temperate Broadleaf & Mixed Forests,4.0,LVA,Latvia,
Temperate Broadleaf & Mixed Forests,4.0,LTU,Lithuania,
Temperate Broadleaf & Mixed Forests,4.0,SWE,Sweden,31.426901775077923
Temperate Broadleaf & Mixed Forests,4.0,GBR,United Kingdom,34.68762362781123
Temperate Conifer Forests,5.0,GBR,United Kingdom,24.642542262012604
"Mediterranean Forests, Woodlands & Scrub",12.0,GBR,United Kingdom,
Temperate Broadleaf & Mixed Forests,4.0,NOR,Norway,
Temperate Conifer Forests,5.0,NOR,Norway,24.846637466172478
"Mediterranean Forests, Woodlands & Scrub",12.0,GIB,Gibraltar,
"Mediterranean Forests, Woodlands & Scrub",12.0,MLT,Malta,
"Mediterranean Forests, Woodlands & Scrub",12.0,VAT,Vatican City,
Temperate Broadleaf & Mixed Forests,4.0,AND,Andorra,34.546899901965794
"Mediterranean Forests, Woodlands & Scrub",12.0,SMR,San Marino,
Temperate Broadleaf & Mixed Forests,4.0,ALB,Albania,
"Mediterranean Forests, Woodlands & Scrub",12.0,ALB,Albania,21.870854578829288
