BIOME_NAME,BIOME_NUM,ISO3,COUNTRY,mean
Montane Grasslands & Shrublands,10.0,AFG,Afghanistan,26.923258045444907
Deserts & Xeric Shrublands,13.0,AFG,Afghanistan,3.5098721415609124
Temperate Conifer Forests,5.0,AFG,Afghanistan,18.714541739092102
"Temperate Grasslands, Savannas & Shrublands",8.0,AFG,Afghanistan,24.752955951516714
Tropical & Subtropical Moist Broadleaf Forests,1.0,BGD,Bangladesh,8.24389768272084
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BGD,Bangladesh,11.57668530844643
Tropical & Subtropical Moist Broadleaf Forests,1.0,BTN,Bhutan,7.276102941118034
Tropical & Subtropical Coniferous Forests,3.0,BTN,Bhutan,5.818049387008013
Temperate Broadleaf & Mixed Forests,4.0,BTN,Bhutan,22.922792388112416
Temperate Conifer Forests,5.0,BTN,Bhutan,10.611486241951198
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BTN,Bhutan,14.010075902554837
Montane Grasslands & Shrublands,10.0,BTN,Bhutan,23.028606968507475
Tropical & Subtropical Moist Broadleaf Forests,1.0,IND,India,14.101131663039489
Tropical & Subtropical Dry Broadleaf Forests,2.0,IND,India,36.708977017968266
Deserts & Xeric Shrublands,13.0,IND,India,1.1565760609456222
Tropical & Subtropical Coniferous Forests,3.0,IND,India,8.62540200724728
Temperate Broadleaf & Mixed Forests,4.0,IND,India,24.069554291727588
Temperate Conifer Forests,5.0,IND,India,8.48878143893408
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,IND,India,14.356815058446134
Montane Grasslands & Shrublands,10.0,IND,India,24.259758356529648
Temperate Broadleaf & Mixed Forests,4.0,IRN,Iran,34.48684614024054
Temperate Conifer Forests,5.0,IRN,Iran,18.480766294962315
"Temperate Grasslands, Savannas & Shrublands",8.0,IRN,Iran,26.952777243272298
Deserts & Xeric Shrublands,13.0,IRN,Iran,3.6961911658107898
Montane Grasslands & Shrublands,10.0,IRN,Iran,27.509124147572972
Tropical & Subtropical Moist Broadleaf Forests,1.0,LKA,Sri Lanka,7.435598781373924
Tropical & Subtropical Dry Broadleaf Forests,2.0,LKA,Sri Lanka,30.447878291536046
Deserts & Xeric Shrublands,13.0,LKA,Sri Lanka,0.2480277329004977
Tropical & Subtropical Moist Broadleaf Forests,1.0,NPL,Nepal,10.886099434704226
Tropical & Subtropical Coniferous Forests,3.0,NPL,Nepal,7.457104781923689
Temperate Broadleaf & Mixed Forests,4.0,NPL,Nepal,23.95627015409818
Temperate Conifer Forests,5.0,NPL,Nepal,12.879176996707795
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NPL,Nepal,16.66036898053304
Montane Grasslands & Shrublands,10.0,NPL,Nepal,21.748350520308453
Tropical & Subtropical Moist Broadleaf Forests,1.0,PAK,Pakistan,10.875
Temperate Conifer Forests,5.0,PAK,Pakistan,12.895556221537959
Montane Grasslands & Shrublands,10.0,PAK,Pakistan,24.400291200176586
Deserts & Xeric Shrublands,13.0,PAK,Pakistan,0.9107043302282107
Tropical & Subtropical Coniferous Forests,3.0,PAK,Pakistan,11.919538450681525
Temperate Broadleaf & Mixed Forests,4.0,PAK,Pakistan,27.937854394234957
Tropical & Subtropical Moist Broadleaf Forests,1.0,CXR,Christmas Island,
Tropical & Subtropical Moist Broadleaf Forests,1.0,CCK,Cocos Islands,
Tropical & Subtropical Dry Broadleaf Forests,2.0,TLS,East Timor,29.83961761796981
Tropical & Subtropical Moist Broadleaf Forests,1.0,BRN,Brunei,3.777087273320033
Tropical & Subtropical Moist Broadleaf Forests,1.0,SGP,Singapore,12.192345311281459
Tropical & Subtropical Moist Broadleaf Forests,1.0,S--,Spratly islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,P--,Paracel Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,IDN,Indonesia,6.482298925408816
Tropical & Subtropical Dry Broadleaf Forests,2.0,IDN,Indonesia,27.936107171809937
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,IDN,Indonesia,12.287351751217471
Montane Grasslands & Shrublands,10.0,IDN,Indonesia,11.279569895806453
Tropical & Subtropical Coniferous Forests,3.0,IDN,Indonesia,3.7593529823461393
Tropical & Subtropical Moist Broadleaf Forests,1.0,KHM,Cambodia,13.44002438836244
Tropical & Subtropical Dry Broadleaf Forests,2.0,KHM,Cambodia,34.77882449899402
Tropical & Subtropical Moist Broadleaf Forests,1.0,LAO,Laos,11.858907332825764
Tropical & Subtropical Dry Broadleaf Forests,2.0,LAO,Laos,37.130016958650586
Tropical & Subtropical Moist Broadleaf Forests,1.0,MMR,Myanmar,14.524130830463955
Tropical & Subtropical Coniferous Forests,3.0,MMR,Myanmar,7.499864662725277
Tropical & Subtropical Dry Broadleaf Forests,2.0,MMR,Myanmar,38.79176243392439
Temperate Broadleaf & Mixed Forests,4.0,MMR,Myanmar,13.950618163129352
Temperate Conifer Forests,5.0,MMR,Myanmar,7.357609281275747
Montane Grasslands & Shrublands,10.0,MMR,Myanmar,22.41666667
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYS,Malaysia,5.218762455007016
Montane Grasslands & Shrublands,10.0,MYS,Malaysia,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYS,Malaysia,
Montane Grasslands & Shrublands,10.0,MYS,Malaysia,
Tropical & Subtropical Moist Broadleaf Forests,1.0,PHL,Philippines,4.788477605152859
Tropical & Subtropical Coniferous Forests,3.0,PHL,Philippines,3.1339255219362134
Tropical & Subtropical Moist Broadleaf Forests,1.0,THA,Thailand,11.843750557368583
Tropical & Subtropical Dry Broadleaf Forests,2.0,THA,Thailand,37.80109313940507
Tropical & Subtropical Moist Broadleaf Forests,1.0,VNM,Vietnam,6.899993424995393
Tropical & Subtropical Dry Broadleaf Forests,2.0,VNM,Vietnam,31.110388895071853
Tropical & Subtropical Moist Broadleaf Forests,1.0,GNQ,Equatorial Guinea,11.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,STP,Sao Tome and Principe,
Tropical & Subtropical Moist Broadleaf Forests,1.0,AGO,Angola,
Tropical & Subtropical Dry Broadleaf Forests,2.0,AGO,Angola,32.82828969518038
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,AGO,Angola,21.025375096576525
Montane Grasslands & Shrublands,10.0,AGO,Angola,24.03064613256756
Deserts & Xeric Shrublands,13.0,AGO,Angola,0.691922130081463
Tropical & Subtropical Moist Broadleaf Forests,1.0,COD,Democratic Republic of the Congo,4.551713860167265
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,COD,Democratic Republic of the Congo,15.3552359607958
Montane Grasslands & Shrublands,10.0,COD,Democratic Republic of the Congo,
Tropical & Subtropical Moist Broadleaf Forests,1.0,CAF,Central African Republic,3.133528780680167
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CAF,Central African Republic,17.058824038202832
Tropical & Subtropical Moist Broadleaf Forests,1.0,COG,Republic of Congo,4.604537625303103
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,COG,Republic of Congo,17.523130389397814
Tropical & Subtropical Moist Broadleaf Forests,1.0,CMR,Cameroon,6.674583570577393
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CMR,Cameroon,21.859372096262383
Tropical & Subtropical Moist Broadleaf Forests,1.0,GAB,Gabon,12.51595744680851
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GAB,Gabon,14.561313470469267
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TCD,Chad,22.050710393440063
Deserts & Xeric Shrublands,13.0,TCD,Chad,
Tropical & Subtropical Moist Broadleaf Forests,1.0,COM,Comoros,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYT,Mayotte,8.666666666666666
Tropical & Subtropical Moist Broadleaf Forests,1.0,MUS,Mauritius,
Tropical & Subtropical Moist Broadleaf Forests,1.0,REU,Reunion,
Deserts & Xeric Shrublands,13.0,DJI,Djibouti,
Tropical & Subtropical Moist Broadleaf Forests,1.0,BDI,Burundi,10.367606679660271
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BDI,Burundi,15.46063833963724
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ERI,Eritrea,23.14371114392164
Montane Grasslands & Shrublands,10.0,ERI,Eritrea,25.946769913883376
Deserts & Xeric Shrublands,13.0,ERI,Eritrea,3.706200727043876
Tropical & Subtropical Moist Broadleaf Forests,1.0,ETH,Ethiopia,4.113363030215187
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ETH,Ethiopia,15.814430529214597
Montane Grasslands & Shrublands,10.0,ETH,Ethiopia,20.516920917309776
Deserts & Xeric Shrublands,13.0,ETH,Ethiopia,0.7634423793101855
Tropical & Subtropical Moist Broadleaf Forests,1.0,KEN,Kenya,9.771620619543876
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,KEN,Kenya,18.366201091198015
Tropical & Subtropical Moist Broadleaf Forests,1.0,KEN,Kenya,16.269009400731115
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,KEN,Kenya,16.269009400731115
Montane Grasslands & Shrublands,10.0,KEN,Kenya,13.96520000195195
Tropical & Subtropical Moist Broadleaf Forests,1.0,MDG,Madagascar,14.764102806044633
Tropical & Subtropical Dry Broadleaf Forests,2.0,MDG,Madagascar,35.84552551468922
Montane Grasslands & Shrublands,10.0,MDG,Madagascar,21.873278189570446
Deserts & Xeric Shrublands,13.0,MDG,Madagascar,0.9977210835783326
Tropical & Subtropical Moist Broadleaf Forests,1.0,MWI,Malawi,13.230140589055125
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MWI,Malawi,20.69292536369019
Montane Grasslands & Shrublands,10.0,MWI,Malawi,21.14393489856921
Tropical & Subtropical Moist Broadleaf Forests,1.0,MOZ,Mozambique,11.879970903106344
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MOZ,Mozambique,16.08977818519276
Montane Grasslands & Shrublands,10.0,MOZ,Mozambique,23.352260661351227
Tropical & Subtropical Moist Broadleaf Forests,1.0,RWA,Rwanda,10.621268162325887
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,RWA,Rwanda,17.617606519360056
Montane Grasslands & Shrublands,10.0,RWA,Rwanda,9.923400387052956
Tropical & Subtropical Moist Broadleaf Forests,1.0,SYC,Seychelles,
Deserts & Xeric Shrublands,13.0,SYC,Seychelles,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SOM,Somalia,18.863590770627095
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SOM,Somalia,23.44974637037093
Deserts & Xeric Shrublands,13.0,SOM,Somalia,3.970672507033764
Deserts & Xeric Shrublands,13.0,ATF,French Southern Territories,
Tropical & Subtropical Moist Broadleaf Forests,1.0,TZA,Tanzania,9.669929567907907
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TZA,Tanzania,21.339731958403497
Montane Grasslands & Shrublands,10.0,TZA,Tanzania,19.53469454847233
Tropical & Subtropical Moist Broadleaf Forests,1.0,UGA,Uganda,5.572640573773027
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,UGA,Uganda,12.070393633394652
Montane Grasslands & Shrublands,10.0,UGA,Uganda,16.54613693969065
Tropical & Subtropical Dry Broadleaf Forests,2.0,ZMB,Zambia,31.48780627372848
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZMB,Zambia,19.311656975807832
Montane Grasslands & Shrublands,10.0,ZMB,Zambia,17.456301454813282
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZWE,Zimbabwe,10.466675394028316
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZWE,Zimbabwe,23.25626830172053
Montane Grasslands & Shrublands,10.0,ZWE,Zimbabwe,24.839723781104755
Deserts & Xeric Shrublands,13.0,ZWE,Zimbabwe,
Tropical & Subtropical Dry Broadleaf Forests,2.0,CPV,Cape Verde,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BFA,Burkina Faso,23.772592336192886
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GMB,Gambia,23.545636268168032
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GNB,Guinea-Bissau,17.959961170465867
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SEN,Senegal,24.208759832697258
Tropical & Subtropical Moist Broadleaf Forests,1.0,BEN,Benin,16.430519988316505
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BEN,Benin,21.589483952718165
Tropical & Subtropical Moist Broadleaf Forests,1.0,CIV,Côte d'Ivoire,12.127354484924703
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CIV,Côte d'Ivoire,19.91983274081336
Tropical & Subtropical Moist Broadleaf Forests,1.0,GHA,Ghana,13.45056812486116
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GHA,Ghana,21.448777039023017
Tropical & Subtropical Moist Broadleaf Forests,1.0,GIN,Guinea,13.38816954120924
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GIN,Guinea,19.268047091676923
Tropical & Subtropical Moist Broadleaf Forests,1.0,LBR,Liberia,12.018857430282157
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LBR,Liberia,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MLI,Mali,23.832741347973716
Deserts & Xeric Shrublands,13.0,MLI,Mali,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MRT,Mauritania,24.961030290128114
Deserts & Xeric Shrublands,13.0,MRT,Mauritania,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NER,Niger,25.194500153725784
Deserts & Xeric Shrublands,13.0,NER,Niger,4.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,NGA,Nigeria,14.7088035646558
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NGA,Nigeria,23.572988194893394
Montane Grasslands & Shrublands,10.0,NGA,Nigeria,25.916701416433284
"Temperate Grasslands, Savannas & Shrublands",8.0,SHN,Saint Helena,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SHN,Saint Helena,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SLE,Sierra Leone,10.502552698867738
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SLE,Sierra Leone,12.641560603202667
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TGO,Togo,21.180641934996142
Tropical & Subtropical Moist Broadleaf Forests,1.0,TGO,Togo,13.507567369061494
"Mediterranean Forests, Woodlands & Scrub",12.0,DZA,Algeria,9.088378996357738
Deserts & Xeric Shrublands,13.0,DZA,Algeria,4.000752712218052
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,DZA,Algeria,
Temperate Conifer Forests,5.0,DZA,Algeria,16.208272008160094
"Mediterranean Forests, Woodlands & Scrub",12.0,EGY,Egypt,3.810968564207266
Deserts & Xeric Shrublands,13.0,EGY,Egypt,3.247142370827619
"Mediterranean Forests, Woodlands & Scrub",12.0,ESH,Western Sahara,9.75
Deserts & Xeric Shrublands,13.0,ESH,Western Sahara,
Deserts & Xeric Shrublands,13.0,LBY,Libya,4.0
"Mediterranean Forests, Woodlands & Scrub",12.0,LBY,Libya,9.715329577983912
Temperate Conifer Forests,5.0,MAR,Morocco,17.834900420496147
Montane Grasslands & Shrublands,10.0,MAR,Morocco,25.96265673935187
"Mediterranean Forests, Woodlands & Scrub",12.0,MAR,Morocco,9.012812511560256
Deserts & Xeric Shrublands,13.0,MAR,Morocco,4.000903265392728
Tropical & Subtropical Moist Broadleaf Forests,1.0,SDN,Sudan,11.72325010781141
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SDN,Sudan,22.892890023291653
Montane Grasslands & Shrublands,10.0,SDN,Sudan,
Deserts & Xeric Shrublands,13.0,SDN,Sudan,2.9363999882806517
Temperate Conifer Forests,5.0,TUN,Tunisia,18.516000231225437
"Mediterranean Forests, Woodlands & Scrub",12.0,TUN,Tunisia,9.360087187506712
Deserts & Xeric Shrublands,13.0,TUN,Tunisia,4.013511509348917
Deserts & Xeric Shrublands,13.0,BWA,Botswana,3.8033830881931867
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BWA,Botswana,23.821817505139226
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LSO,Lesotho,21.431147639663806
Montane Grasslands & Shrublands,10.0,LSO,Lesotho,26.0439068746885
Deserts & Xeric Shrublands,13.0,NAM,Namibia,2.723076993180916
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NAM,Namibia,24.711717616168382
Tropical & Subtropical Moist Broadleaf Forests,1.0,SWZ,Swaziland,8.354372995132477
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SWZ,Swaziland,15.984027910704038
Montane Grasslands & Shrublands,10.0,SWZ,Swaziland,23.209880592295786
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZAF,South Africa,10.155508494305327
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZAF,South Africa,19.676936644417445
Montane Grasslands & Shrublands,10.0,ZAF,South Africa,25.884323732276645
"Mediterranean Forests, Woodlands & Scrub",12.0,ZAF,South Africa,6.159240826475877
Deserts & Xeric Shrublands,13.0,ZAF,South Africa,2.7225525433412527
Temperate Broadleaf & Mixed Forests,4.0,BLR,Belarus,28.85576241665452
Temperate Broadleaf & Mixed Forests,4.0,HUN,Hungary,29.667522697272435
Temperate Broadleaf & Mixed Forests,4.0,BGR,Bulgaria,29.391129720507113
"Mediterranean Forests, Woodlands & Scrub",12.0,BGR,Bulgaria,4.447113779264065
"Temperate Grasslands, Savannas & Shrublands",8.0,BGR,Bulgaria,21.887235887163598
Temperate Broadleaf & Mixed Forests,4.0,CZE,Czech Republic,28.23612647358063
Temperate Conifer Forests,5.0,CZE,Czech Republic,10.416328162295907
Temperate Broadleaf & Mixed Forests,4.0,MDA,Moldova,29.29284079575449
"Temperate Grasslands, Savannas & Shrublands",8.0,MDA,Moldova,21.56387623387451
Temperate Broadleaf & Mixed Forests,4.0,POL,Poland,29.597176196423412
Temperate Conifer Forests,5.0,POL,Poland,11.519681441117138
Temperate Broadleaf & Mixed Forests,4.0,ROU,Romania,29.727107093061203
Temperate Conifer Forests,5.0,ROU,Romania,13.18995166498748
"Temperate Grasslands, Savannas & Shrublands",8.0,ROU,Romania,23.55371452148471
Temperate Broadleaf & Mixed Forests,4.0,RUS,Russia,27.516933310434116
"Temperate Grasslands, Savannas & Shrublands",8.0,RUS,Russia,22.94102008477014
Temperate Conifer Forests,5.0,RUS,Russia,12.648747407115636
Montane Grasslands & Shrublands,10.0,RUS,Russia,21.293683895747147
Deserts & Xeric Shrublands,13.0,RUS,Russia,2.1473896636213468
Temperate Broadleaf & Mixed Forests,4.0,SVK,Slovakia,30.039165552919595
Temperate Conifer Forests,5.0,SVK,Slovakia,11.113377010231474
Temperate Broadleaf & Mixed Forests,4.0,UKR,Ukraine,29.172872680393123
Temperate Conifer Forests,5.0,UKR,Ukraine,11.661071098703289
"Temperate Grasslands, Savannas & Shrublands",8.0,UKR,Ukraine,20.468763722202812
Temperate Broadleaf & Mixed Forests,4.0,GGY,Guernsey,20.009116124220736
Temperate Broadleaf & Mixed Forests,4.0,IMN,Isle of Man,16.935494082519934
Temperate Broadleaf & Mixed Forests,4.0,JEY,Jersey,22.204413628863918
Temperate Broadleaf & Mixed Forests,4.0,BEL,Belgium,27.27847722520895
Temperate Broadleaf & Mixed Forests,4.0,LUX,Luxembourg,25.703128918843507
Temperate Broadleaf & Mixed Forests,4.0,NLD,Netherlands,21.58240823376909
"Mediterranean Forests, Woodlands & Scrub",12.0,MCO,Monaco,0.36538461538461536
Temperate Broadleaf & Mixed Forests,4.0,AUT,Austria,28.227508472057597
Temperate Conifer Forests,5.0,AUT,Austria,5.36653192278096
Temperate Broadleaf & Mixed Forests,4.0,CHE,Switzerland,25.636794394237885
Temperate Conifer Forests,5.0,CHE,Switzerland,6.77069551083213
Temperate Broadleaf & Mixed Forests,4.0,DEU,Germany,26.57945702896835
Temperate Conifer Forests,5.0,DEU,Germany,4.857410066245088
Temperate Broadleaf & Mixed Forests,4.0,FRA,France,28.577053329311227
"Mediterranean Forests, Woodlands & Scrub",12.0,FRA,France,3.9941609635680573
Temperate Conifer Forests,5.0,FRA,France,8.755020954765767
Temperate Broadleaf & Mixed Forests,4.0,LIE,Liechtenstein,17.563931928212337
Temperate Conifer Forests,5.0,LIE,Liechtenstein,3.6657491370964914
Temperate Broadleaf & Mixed Forests,4.0,IRL,Ireland,19.649438920177037
"Temperate Grasslands, Savannas & Shrublands",8.0,FRO,Faroe Islands,
Temperate Broadleaf & Mixed Forests,4.0,ALA,Åland,16.912689398242605
Temperate Broadleaf & Mixed Forests,4.0,DNK,Denmark,24.41480679828255
Temperate Broadleaf & Mixed Forests,4.0,EST,Estonia,23.151802281015016
Temperate Broadleaf & Mixed Forests,4.0,FIN,Finland,19.69346482234844
Temperate Broadleaf & Mixed Forests,4.0,LVA,Latvia,24.37846601844976
Temperate Broadleaf & Mixed Forests,4.0,LTU,Lithuania,27.07266612740275
