BIOME_NAME,BIOME_NUM,ISO3,COUNTRY,mean
Montane Grasslands & Shrublands,10.0,IND,India,0.24305109787010906
Temperate Broadleaf & Mixed Forests,4.0,IRN,Iran,0.21586246534177372
Temperate Conifer Forests,5.0,IRN,Iran,0.09513170364224152
"Temperate Grasslands, Savannas & Shrublands",8.0,IRN,Iran,0.14847344491522008
Deserts & Xeric Shrublands,13.0,IRN,Iran,0.018249173656533037
Montane Grasslands & Shrublands,10.0,IRN,Iran,0.13190229784092267
Tropical & Subtropical Moist Broadleaf Forests,1.0,LKA,Sri Lanka,0.28183938320354435
Tropical & Subtropical Dry Broadleaf Forests,2.0,LKA,Sri Lanka,0.9603043872328755
Deserts & Xeric Shrublands,13.0,LKA,Sri Lanka,0.007141008517686152
Tropical & Subtropical Moist Broadleaf Forests,1.0,NPL,Nepal,0.24190658188345932
Tropical & Subtropical Coniferous Forests,3.0,NPL,Nepal,0.13202161145954303
Temperate Broadleaf & Mixed Forests,4.0,NPL,Nepal,0.4133919698796586
Temperate Conifer Forests,5.0,NPL,Nepal,0.19178077094773122
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NPL,Nepal,0.2895244154519098
Montane Grasslands & Shrublands,10.0,NPL,Nepal,0.25734034049003174
Tropical & Subtropical Moist Broadleaf Forests,1.0,PAK,Pakistan,0.12840683609247205
Temperate Conifer Forests,5.0,PAK,Pakistan,0.1251057755210571
Montane Grasslands & Shrublands,10.0,PAK,Pakistan,0.20238380792369184
Deserts & Xeric Shrublands,13.0,PAK,Pakistan,0.0056791414217472365
Tropical & Subtropical Coniferous Forests,3.0,PAK,Pakistan,0.11739305356732749
Temperate Broadleaf & Mixed Forests,4.0,PAK,Pakistan,0.34924330672377996
Tropical & Subtropical Moist Broadleaf Forests,1.0,CXR,Christmas Island,
Tropical & Subtropical Moist Broadleaf Forests,1.0,CCK,Cocos Islands,
Tropical & Subtropical Dry Broadleaf Forests,2.0,TLS,East Timor,0.9276455159397532
Tropical & Subtropical Moist Broadleaf Forests,1.0,BRN,Brunei,0.1701914465995452
Tropical & Subtropical Moist Broadleaf Forests,1.0,SGP,Singapore,0.5585795236319996
Tropical & Subtropical Moist Broadleaf Forests,1.0,S--,Spratly islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,P--,Paracel Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,IDN,Indonesia,0.2813723890125889
Tropical & Subtropical Dry Broadleaf Forests,2.0,IDN,Indonesia,0.8636175222521238
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,IDN,Indonesia,0.47250644821208576
Montane Grasslands & Shrublands,10.0,IDN,Indonesia,0.2713724804213247
Tropical & Subtropical Coniferous Forests,3.0,IDN,Indonesia,0.13037008257426522
Tropical & Subtropical Moist Broadleaf Forests,1.0,KHM,Cambodia,0.5194072933923559
Tropical & Subtropical Dry Broadleaf Forests,2.0,KHM,Cambodia,1.1601838656598822
Tropical & Subtropical Moist Broadleaf Forests,1.0,LAO,Laos,0.4467699506342469
Tropical & Subtropical Dry Broadleaf Forests,2.0,LAO,Laos,1.209183483566485
Tropical & Subtropical Moist Broadleaf Forests,1.0,MMR,Myanmar,0.45509725758954234
Tropical & Subtropical Coniferous Forests,3.0,MMR,Myanmar,0.18692956187110468
Tropical & Subtropical Dry Broadleaf Forests,2.0,MMR,Myanmar,0.7500539805341787
Temperate Broadleaf & Mixed Forests,4.0,MMR,Myanmar,0.28810539679187636
Temperate Conifer Forests,5.0,MMR,Myanmar,0.14164217357709621
Montane Grasslands & Shrublands,10.0,MMR,Myanmar,0.3722471517877599
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYS,Malaysia,0.24299641570638053
Montane Grasslands & Shrublands,10.0,MYS,Malaysia,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYS,Malaysia,
Montane Grasslands & Shrublands,10.0,MYS,Malaysia,
Tropical & Subtropical Moist Broadleaf Forests,1.0,PHL,Philippines,0.19534354404603457
Tropical & Subtropical Coniferous Forests,3.0,PHL,Philippines,0.09712567091185467
Tropical & Subtropical Moist Broadleaf Forests,1.0,THA,Thailand,0.4167260074420856
Tropical & Subtropical Dry Broadleaf Forests,2.0,THA,Thailand,1.1213902102064508
Tropical & Subtropical Moist Broadleaf Forests,1.0,VNM,Vietnam,0.23683243282679917
Tropical & Subtropical Dry Broadleaf Forests,2.0,VNM,Vietnam,1.0681863473946833
Tropical & Subtropical Moist Broadleaf Forests,1.0,GNQ,Equatorial Guinea,0.45372209548950193
Tropical & Subtropical Moist Broadleaf Forests,1.0,STP,Sao Tome and Principe,
Tropical & Subtropical Moist Broadleaf Forests,1.0,AGO,Angola,
Tropical & Subtropical Dry Broadleaf Forests,2.0,AGO,Angola,0.807637787675075
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,AGO,Angola,0.4279005381603511
Montane Grasslands & Shrublands,10.0,AGO,Angola,0.6228835390338061
Deserts & Xeric Shrublands,13.0,AGO,Angola,0.014458998475332902
Tropical & Subtropical Moist Broadleaf Forests,1.0,COD,Democratic Republic of the Congo,0.18217912471657294
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,COD,Democratic Republic of the Congo,0.5830348204113507
Montane Grasslands & Shrublands,10.0,COD,Democratic Republic of the Congo,
Tropical & Subtropical Moist Broadleaf Forests,1.0,CAF,Central African Republic,0.14754799166136012
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CAF,Central African Republic,0.321589313757205
Tropical & Subtropical Moist Broadleaf Forests,1.0,COG,Republic of Congo,0.23710454514365237
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,COG,Republic of Congo,0.7269027517521484
Tropical & Subtropical Moist Broadleaf Forests,1.0,CMR,Cameroon,0.2678052491577759
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CMR,Cameroon,0.45326850801512203
Tropical & Subtropical Moist Broadleaf Forests,1.0,GAB,Gabon,0.6136980185711639
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GAB,Gabon,0.6184032076356594
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TCD,Chad,0.36223541000570486
Deserts & Xeric Shrublands,13.0,TCD,Chad,
Tropical & Subtropical Moist Broadleaf Forests,1.0,COM,Comoros,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYT,Mayotte,0.20976092497507728
Tropical & Subtropical Moist Broadleaf Forests,1.0,MUS,Mauritius,
Tropical & Subtropical Moist Broadleaf Forests,1.0,REU,Reunion,
Deserts & Xeric Shrublands,13.0,DJI,Djibouti,
Tropical & Subtropical Moist Broadleaf Forests,1.0,BDI,Burundi,0.3996372966426721
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BDI,Burundi,0.5076087312434718
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ERI,Eritrea,0.24996611841131244
Montane Grasslands & Shrublands,10.0,ERI,Eritrea,0.3165960789044839
Deserts & Xeric Shrublands,13.0,ERI,Eritrea,0.04846739418992838
Tropical & Subtropical Moist Broadleaf Forests,1.0,ETH,Ethiopia,0.13308335351313308
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ETH,Ethiopia,0.30809101221795254
Montane Grasslands & Shrublands,10.0,ETH,Ethiopia,0.44334742325594717
Deserts & Xeric Shrublands,13.0,ETH,Ethiopia,0.011460085036782012
Tropical & Subtropical Moist Broadleaf Forests,1.0,KEN,Kenya,0.3300065169191511
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,KEN,Kenya,0.45545545843897867
Tropical & Subtropical Moist Broadleaf Forests,1.0,KEN,Kenya,0.4487595155905232
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,KEN,Kenya,0.4487595155905232
Montane Grasslands & Shrublands,10.0,KEN,Kenya,0.4171251901394501
Tropical & Subtropical Moist Broadleaf Forests,1.0,MDG,Madagascar,0.44632898488712763
Tropical & Subtropical Dry Broadleaf Forests,2.0,MDG,Madagascar,0.8885105349973388
Montane Grasslands & Shrublands,10.0,MDG,Madagascar,0.6059712941899736
Deserts & Xeric Shrublands,13.0,MDG,Madagascar,0.013016889962047739
Tropical & Subtropical Moist Broadleaf Forests,1.0,MWI,Malawi,0.4690529509682542
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MWI,Malawi,0.469086631830014
Montane Grasslands & Shrublands,10.0,MWI,Malawi,0.6833236419180803
Tropical & Subtropical Moist Broadleaf Forests,1.0,MOZ,Mozambique,0.35176357651400336
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MOZ,Mozambique,0.39168133748377804
Montane Grasslands & Shrublands,10.0,MOZ,Mozambique,0.569314093458666
Tropical & Subtropical Moist Broadleaf Forests,1.0,RWA,Rwanda,0.44169783386840483
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,RWA,Rwanda,0.5716643026862965
Montane Grasslands & Shrublands,10.0,RWA,Rwanda,0.3460512826951021
Tropical & Subtropical Moist Broadleaf Forests,1.0,SYC,Seychelles,
Deserts & Xeric Shrublands,13.0,SYC,Seychelles,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SOM,Somalia,0.32794320244510095
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SOM,Somalia,0.2774752231932378
Deserts & Xeric Shrublands,13.0,SOM,Somalia,0.051689178956347274
Deserts & Xeric Shrublands,13.0,ATF,French Southern Territories,
Tropical & Subtropical Moist Broadleaf Forests,1.0,TZA,Tanzania,0.33615391471975775
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TZA,Tanzania,0.4754086786665397
Montane Grasslands & Shrublands,10.0,TZA,Tanzania,0.49748976403014783
Tropical & Subtropical Moist Broadleaf Forests,1.0,UGA,Uganda,0.21457671958327615
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,UGA,Uganda,0.3441178169733913
Montane Grasslands & Shrublands,10.0,UGA,Uganda,0.5088655222078418
Tropical & Subtropical Dry Broadleaf Forests,2.0,ZMB,Zambia,0.5866398631362061
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZMB,Zambia,0.3415300824987827
Montane Grasslands & Shrublands,10.0,ZMB,Zambia,0.477413987554039
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZWE,Zimbabwe,0.28309834961312713
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZWE,Zimbabwe,0.32951457155946917
Montane Grasslands & Shrublands,10.0,ZWE,Zimbabwe,0.44358669288180713
Deserts & Xeric Shrublands,13.0,ZWE,Zimbabwe,
Tropical & Subtropical Dry Broadleaf Forests,2.0,CPV,Cape Verde,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BFA,Burkina Faso,0.3846102676886767
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GMB,Gambia,0.4258336295572229
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GNB,Guinea-Bissau,0.4692211081755715
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SEN,Senegal,0.3438774490122246
Tropical & Subtropical Moist Broadleaf Forests,1.0,BEN,Benin,0.6774706817448718
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BEN,Benin,0.5723133062452884
Tropical & Subtropical Moist Broadleaf Forests,1.0,CIV,Côte d'Ivoire,0.5817645345509075
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CIV,Côte d'Ivoire,0.6209166112343718
Tropical & Subtropical Moist Broadleaf Forests,1.0,GHA,Ghana,0.6222197990432172
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GHA,Ghana,0.6451731960987633
Tropical & Subtropical Moist Broadleaf Forests,1.0,GIN,Guinea,0.43213668810041295
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GIN,Guinea,0.4676063646013963
Tropical & Subtropical Moist Broadleaf Forests,1.0,LBR,Liberia,0.6170481485438067
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LBR,Liberia,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MLI,Mali,0.3668612786657121
Deserts & Xeric Shrublands,13.0,MLI,Mali,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MRT,Mauritania,0.22896467319660288
Deserts & Xeric Shrublands,13.0,MRT,Mauritania,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NER,Niger,0.2192132483889976
Deserts & Xeric Shrublands,13.0,NER,Niger,0.020863382082719074
Tropical & Subtropical Moist Broadleaf Forests,1.0,NGA,Nigeria,0.7550140312738083
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NGA,Nigeria,0.5101051157086707
Montane Grasslands & Shrublands,10.0,NGA,Nigeria,0.6308251040964405
"Temperate Grasslands, Savannas & Shrublands",8.0,SHN,Saint Helena,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SHN,Saint Helena,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SLE,Sierra Leone,0.4068547921940488
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SLE,Sierra Leone,0.43553200518510005
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TGO,Togo,0.6576510261998533
Tropical & Subtropical Moist Broadleaf Forests,1.0,TGO,Togo,0.6340719937793808
"Mediterranean Forests, Woodlands & Scrub",12.0,DZA,Algeria,0.04819100498269308
Deserts & Xeric Shrublands,13.0,DZA,Algeria,0.01225717991837103
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,DZA,Algeria,
Temperate Conifer Forests,5.0,DZA,Algeria,0.1534259968379985
"Mediterranean Forests, Woodlands & Scrub",12.0,EGY,Egypt,0.015989692417254103
Deserts & Xeric Shrublands,13.0,EGY,Egypt,0.014994803470157195
"Mediterranean Forests, Woodlands & Scrub",12.0,ESH,Western Sahara,0.13357956299644624
Deserts & Xeric Shrublands,13.0,ESH,Western Sahara,
Deserts & Xeric Shrublands,13.0,LBY,Libya,0.015767970602611453
"Mediterranean Forests, Woodlands & Scrub",12.0,LBY,Libya,0.04699990571929765
Temperate Conifer Forests,5.0,MAR,Morocco,0.17144592028214042
Montane Grasslands & Shrublands,10.0,MAR,Morocco,0.15148196291146343
"Mediterranean Forests, Woodlands & Scrub",12.0,MAR,Morocco,0.05462969487828149
Deserts & Xeric Shrublands,13.0,MAR,Morocco,0.011677252131620583
Tropical & Subtropical Moist Broadleaf Forests,1.0,SDN,Sudan,0.3018404742620897
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SDN,Sudan,0.2499456907697204
Montane Grasslands & Shrublands,10.0,SDN,Sudan,
Deserts & Xeric Shrublands,13.0,SDN,Sudan,0.02199258270541734
Temperate Conifer Forests,5.0,TUN,Tunisia,0.1691816329721286
"Mediterranean Forests, Woodlands & Scrub",12.0,TUN,Tunisia,0.04761835004559084
Deserts & Xeric Shrublands,13.0,TUN,Tunisia,0.01667076623879464
Deserts & Xeric Shrublands,13.0,BWA,Botswana,0.019177686239642482
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BWA,Botswana,0.17338157631714562
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LSO,Lesotho,0.22166996614026355
Montane Grasslands & Shrublands,10.0,LSO,Lesotho,0.21978952558710463
Deserts & Xeric Shrublands,13.0,NAM,Namibia,0.014690471471355363
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NAM,Namibia,0.23648394657223365
Tropical & Subtropical Moist Broadleaf Forests,1.0,SWZ,Swaziland,0.18534612389374405
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SWZ,Swaziland,0.267892344610022
Montane Grasslands & Shrublands,10.0,SWZ,Swaziland,0.41544176331867744
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZAF,South Africa,0.2761044236741988
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZAF,South Africa,0.2269848166480189
Montane Grasslands & Shrublands,10.0,ZAF,South Africa,0.18924538653397782
"Mediterranean Forests, Woodlands & Scrub",12.0,ZAF,South Africa,0.05230931556705837
Deserts & Xeric Shrublands,13.0,ZAF,South Africa,0.009609203451650117
Temperate Broadleaf & Mixed Forests,4.0,BLR,Belarus,0.2962312529290595
Temperate Broadleaf & Mixed Forests,4.0,HUN,Hungary,0.27073672496858386
Temperate Broadleaf & Mixed Forests,4.0,BGR,Bulgaria,0.2655254812586874
"Mediterranean Forests, Woodlands & Scrub",12.0,BGR,Bulgaria,0.03339349099824573
"Temperate Grasslands, Savannas & Shrublands",8.0,BGR,Bulgaria,0.1631289135724254
Temperate Broadleaf & Mixed Forests,4.0,CZE,Czech Republic,0.3023669069090672
Temperate Conifer Forests,5.0,CZE,Czech Republic,0.1116256119937125
Temperate Broadleaf & Mixed Forests,4.0,MDA,Moldova,0.25101792483094265
"Temperate Grasslands, Savannas & Shrublands",8.0,MDA,Moldova,0.1708072767340039
Temperate Broadleaf & Mixed Forests,4.0,POL,Poland,0.3382596193971548
Temperate Conifer Forests,5.0,POL,Poland,0.1137451282413467
Temperate Broadleaf & Mixed Forests,4.0,ROU,Romania,0.2678261271224881
Temperate Conifer Forests,5.0,ROU,Romania,0.11836765133055456
"Temperate Grasslands, Savannas & Shrublands",8.0,ROU,Romania,0.17066532831347095
Temperate Broadleaf & Mixed Forests,4.0,RUS,Russia,0.28020653326338957
"Temperate Grasslands, Savannas & Shrublands",8.0,RUS,Russia,0.18816341323637317
Temperate Conifer Forests,5.0,RUS,Russia,0.11210947019716008
Montane Grasslands & Shrublands,10.0,RUS,Russia,0.2628387612682444
Deserts & Xeric Shrublands,13.0,RUS,Russia,0.013821213718791869
Temperate Broadleaf & Mixed Forests,4.0,SVK,Slovakia,0.2798434799552172
Temperate Conifer Forests,5.0,SVK,Slovakia,0.11140493592640519
Temperate Broadleaf & Mixed Forests,4.0,UKR,Ukraine,0.2747432315861395
Temperate Conifer Forests,5.0,UKR,Ukraine,0.10686651113548457
"Temperate Grasslands, Savannas & Shrublands",8.0,UKR,Ukraine,0.16521324685783384
Temperate Broadleaf & Mixed Forests,4.0,GGY,Guernsey,0.4467666092259915
Temperate Broadleaf & Mixed Forests,4.0,IMN,Isle of Man,0.38645988758439936
Temperate Broadleaf & Mixed Forests,4.0,JEY,Jersey,0.4731167841326632
Temperate Broadleaf & Mixed Forests,4.0,BEL,Belgium,0.4655836141932116
Temperate Broadleaf & Mixed Forests,4.0,LUX,Luxembourg,0.3782446978946813
Temperate Broadleaf & Mixed Forests,4.0,NLD,Netherlands,0.36932878673562813
"Mediterranean Forests, Woodlands & Scrub",12.0,MCO,Monaco,0.00453685856782473
Temperate Broadleaf & Mixed Forests,4.0,AUT,Austria,0.29519925691533866
Temperate Conifer Forests,5.0,AUT,Austria,0.06585349941834329
Temperate Broadleaf & Mixed Forests,4.0,CHE,Switzerland,0.3456435890608174
Temperate Conifer Forests,5.0,CHE,Switzerland,0.09313433016675796
Temperate Broadleaf & Mixed Forests,4.0,DEU,Germany,0.38334919872199374
Temperate Conifer Forests,5.0,DEU,Germany,0.06495161484637658
Temperate Broadleaf & Mixed Forests,4.0,FRA,France,0.42304964808771317
"Mediterranean Forests, Woodlands & Scrub",12.0,FRA,France,0.03930171232896334
Temperate Conifer Forests,5.0,FRA,France,0.10506940846555851
Temperate Broadleaf & Mixed Forests,4.0,LIE,Liechtenstein,0.23756259317294515
Temperate Conifer Forests,5.0,LIE,Liechtenstein,0.05012257583050019
