BIOME_NAME,BIOME_NUM,ISO3,COUNTRY,mean
Deserts & Xeric Shrublands,13.0,KGZ,Kyrgyzstan,5.011328451345169
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,OMN,Oman,26.91666667
Deserts & Xeric Shrublands,13.0,OMN,Oman,5.001114719641486
"Temperate Grasslands, Savannas & Shrublands",8.0,OMN,Oman,19.990257012760136
"Mediterranean Forests, Woodlands & Scrub",12.0,PSE,Palestina,22.999941259152173
Deserts & Xeric Shrublands,13.0,PSE,Palestina,5.053267200108429
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SAU,Saudi Arabia,26.91666667
Deserts & Xeric Shrublands,13.0,SAU,Saudi Arabia,5.000570874014958
"Mediterranean Forests, Woodlands & Scrub",12.0,SAU,Saudi Arabia,22.700119293816634
"Temperate Grasslands, Savannas & Shrublands",8.0,SYR,Syria,19.999999942774174
"Mediterranean Forests, Woodlands & Scrub",12.0,SYR,Syria,22.9986378800206
Deserts & Xeric Shrublands,13.0,SYR,Syria,5.00926399477669
Temperate Broadleaf & Mixed Forests,4.0,TUR,Turkey,34.99999999089052
Temperate Conifer Forests,5.0,TUR,Turkey,25.207879119268426
"Temperate Grasslands, Savannas & Shrublands",8.0,TUR,Turkey,20.00959368999872
"Mediterranean Forests, Woodlands & Scrub",12.0,TUR,Turkey,23.00294578182518
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,YEM,Yemen,26.916645727940537
Deserts & Xeric Shrublands,13.0,YEM,Yemen,5.005496943277739
Tropical & Subtropical Moist Broadleaf Forests,1.0,IOT,British Indian Ocean Territory,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,MDV,Maldives,31.25
Montane Grasslands & Shrublands,10.0,AFG,Afghanistan,20.0
Deserts & Xeric Shrublands,13.0,AFG,Afghanistan,5.004192688424552
Temperate Conifer Forests,5.0,AFG,Afghanistan,25.168129661920148
"Temperate Grasslands, Savannas & Shrublands",8.0,AFG,Afghanistan,19.991358967281297
Tropical & Subtropical Moist Broadleaf Forests,1.0,BGD,Bangladesh,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BGD,Bangladesh,26.922622847210157
Tropical & Subtropical Moist Broadleaf Forests,1.0,BTN,Bhutan,31.25
Tropical & Subtropical Coniferous Forests,3.0,BTN,Bhutan,28.30072015583185
Temperate Broadleaf & Mixed Forests,4.0,BTN,Bhutan,34.99003071725873
Temperate Conifer Forests,5.0,BTN,Bhutan,25.255814627028304
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BTN,Bhutan,27.003152464602547
Montane Grasslands & Shrublands,10.0,BTN,Bhutan,20.024324440791485
Tropical & Subtropical Moist Broadleaf Forests,1.0,IND,India,31.249999998962025
Tropical & Subtropical Dry Broadleaf Forests,2.0,IND,India,23.3346470687943
Deserts & Xeric Shrublands,13.0,IND,India,5.003145694476272
Tropical & Subtropical Coniferous Forests,3.0,IND,India,28.296774122191778
Temperate Broadleaf & Mixed Forests,4.0,IND,India,34.99652157954348
Temperate Conifer Forests,5.0,IND,India,25.21183243677359
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,IND,India,26.92367890609142
Montane Grasslands & Shrublands,10.0,IND,India,20.00559807680372
Temperate Broadleaf & Mixed Forests,4.0,IRN,Iran,34.99999956876794
Temperate Conifer Forests,5.0,IRN,Iran,25.204036733755835
"Temperate Grasslands, Savannas & Shrublands",8.0,IRN,Iran,20.004413024110267
Deserts & Xeric Shrublands,13.0,IRN,Iran,5.003640951838731
Montane Grasslands & Shrublands,10.0,IRN,Iran,19.982890825006383
Tropical & Subtropical Moist Broadleaf Forests,1.0,LKA,Sri Lanka,31.25
Tropical & Subtropical Dry Broadleaf Forests,2.0,LKA,Sri Lanka,23.334589261940337
Deserts & Xeric Shrublands,13.0,LKA,Sri Lanka,5.016647392894733
Tropical & Subtropical Moist Broadleaf Forests,1.0,NPL,Nepal,31.249988103540712
Tropical & Subtropical Coniferous Forests,3.0,NPL,Nepal,28.314723195075874
Temperate Broadleaf & Mixed Forests,4.0,NPL,Nepal,34.98922270752297
Temperate Conifer Forests,5.0,NPL,Nepal,25.236184045070317
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NPL,Nepal,26.921901871263152
Montane Grasslands & Shrublands,10.0,NPL,Nepal,20.015544512867635
Tropical & Subtropical Moist Broadleaf Forests,1.0,PAK,Pakistan,31.25
Temperate Conifer Forests,5.0,PAK,Pakistan,25.199679941338072
Montane Grasslands & Shrublands,10.0,PAK,Pakistan,20.00118528467427
Deserts & Xeric Shrublands,13.0,PAK,Pakistan,5.001731160269097
Tropical & Subtropical Coniferous Forests,3.0,PAK,Pakistan,28.29081373714199
Temperate Broadleaf & Mixed Forests,4.0,PAK,Pakistan,34.97692440645325
Tropical & Subtropical Moist Broadleaf Forests,1.0,CXR,Christmas Island,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,CCK,Cocos Islands,31.25
Tropical & Subtropical Dry Broadleaf Forests,2.0,TLS,East Timor,23.33333333
Tropical & Subtropical Moist Broadleaf Forests,1.0,BRN,Brunei,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,SGP,Singapore,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,S--,Spratly islands,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,P--,Paracel Islands,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,IDN,Indonesia,31.25
Tropical & Subtropical Dry Broadleaf Forests,2.0,IDN,Indonesia,23.33333333
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,IDN,Indonesia,26.917868533662404
Montane Grasslands & Shrublands,10.0,IDN,Indonesia,20.03325081694376
Tropical & Subtropical Coniferous Forests,3.0,IDN,Indonesia,28.312651747797343
Tropical & Subtropical Moist Broadleaf Forests,1.0,KHM,Cambodia,31.25
Tropical & Subtropical Dry Broadleaf Forests,2.0,KHM,Cambodia,23.33629725415002
Tropical & Subtropical Moist Broadleaf Forests,1.0,LAO,Laos,31.249999999303398
Tropical & Subtropical Dry Broadleaf Forests,2.0,LAO,Laos,23.33786948738796
Tropical & Subtropical Moist Broadleaf Forests,1.0,MMR,Myanmar,31.249998873488288
Tropical & Subtropical Coniferous Forests,3.0,MMR,Myanmar,28.547551241569774
Tropical & Subtropical Dry Broadleaf Forests,2.0,MMR,Myanmar,23.339597554923575
Temperate Broadleaf & Mixed Forests,4.0,MMR,Myanmar,34.99580721846897
Temperate Conifer Forests,5.0,MMR,Myanmar,25.204154293819098
Montane Grasslands & Shrublands,10.0,MMR,Myanmar,20.018331833978298
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYS,Malaysia,31.25
Montane Grasslands & Shrublands,10.0,MYS,Malaysia,20.097284083295403
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYS,Malaysia,29.324920778632883
Montane Grasslands & Shrublands,10.0,MYS,Malaysia,29.324920778632883
Tropical & Subtropical Moist Broadleaf Forests,1.0,PHL,Philippines,31.25
Tropical & Subtropical Coniferous Forests,3.0,PHL,Philippines,28.304906614382677
Tropical & Subtropical Moist Broadleaf Forests,1.0,THA,Thailand,31.25
Tropical & Subtropical Dry Broadleaf Forests,2.0,THA,Thailand,23.33715337651941
Tropical & Subtropical Moist Broadleaf Forests,1.0,VNM,Vietnam,31.249999944501063
Tropical & Subtropical Dry Broadleaf Forests,2.0,VNM,Vietnam,23.337077418986038
Tropical & Subtropical Moist Broadleaf Forests,1.0,GNQ,Equatorial Guinea,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,STP,Sao Tome and Principe,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,AGO,Angola,31.25
Tropical & Subtropical Dry Broadleaf Forests,2.0,AGO,Angola,23.33333333
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,AGO,Angola,26.91664840979497
Montane Grasslands & Shrublands,10.0,AGO,Angola,20.013249822390772
Deserts & Xeric Shrublands,13.0,AGO,Angola,5.004678159564666
Tropical & Subtropical Moist Broadleaf Forests,1.0,COD,Democratic Republic of the Congo,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,COD,Democratic Republic of the Congo,26.917047008141644
Montane Grasslands & Shrublands,10.0,COD,Democratic Republic of the Congo,20.152863680639214
Tropical & Subtropical Moist Broadleaf Forests,1.0,CAF,Central African Republic,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CAF,Central African Republic,26.9168524978895
Tropical & Subtropical Moist Broadleaf Forests,1.0,COG,Republic of Congo,31.249999998881357
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,COG,Republic of Congo,26.917656713225607
Tropical & Subtropical Moist Broadleaf Forests,1.0,CMR,Cameroon,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CMR,Cameroon,26.918122161205197
Tropical & Subtropical Moist Broadleaf Forests,1.0,GAB,Gabon,31.249999996362593
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GAB,Gabon,26.919303344857884
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TCD,Chad,26.91666667
Deserts & Xeric Shrublands,13.0,TCD,Chad,5.002287633549526
Tropical & Subtropical Moist Broadleaf Forests,1.0,COM,Comoros,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,MYT,Mayotte,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,MUS,Mauritius,31.25
Tropical & Subtropical Moist Broadleaf Forests,1.0,REU,Reunion,31.25
Deserts & Xeric Shrublands,13.0,DJI,Djibouti,5.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,BDI,Burundi,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BDI,Burundi,26.94034976339988
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ERI,Eritrea,26.91666667
Montane Grasslands & Shrublands,10.0,ERI,Eritrea,20.00288183071083
Deserts & Xeric Shrublands,13.0,ERI,Eritrea,5.002550079559028
Tropical & Subtropical Moist Broadleaf Forests,1.0,ETH,Ethiopia,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ETH,Ethiopia,26.917599794327565
Montane Grasslands & Shrublands,10.0,ETH,Ethiopia,20.016079912105948
Deserts & Xeric Shrublands,13.0,ETH,Ethiopia,5.008432250045948
Tropical & Subtropical Moist Broadleaf Forests,1.0,KEN,Kenya,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,KEN,Kenya,26.918140762993772
Tropical & Subtropical Moist Broadleaf Forests,1.0,KEN,Kenya,31.178853857156007
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,KEN,Kenya,31.178853857156007
Montane Grasslands & Shrublands,10.0,KEN,Kenya,20.10058353728142
Tropical & Subtropical Moist Broadleaf Forests,1.0,MDG,Madagascar,31.25
Tropical & Subtropical Dry Broadleaf Forests,2.0,MDG,Madagascar,23.336984819798523
Montane Grasslands & Shrublands,10.0,MDG,Madagascar,20.06072120443854
Deserts & Xeric Shrublands,13.0,MDG,Madagascar,5.006446150515538
Tropical & Subtropical Moist Broadleaf Forests,1.0,MWI,Malawi,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MWI,Malawi,26.91668623715837
Montane Grasslands & Shrublands,10.0,MWI,Malawi,20.051069492595385
Tropical & Subtropical Moist Broadleaf Forests,1.0,MOZ,Mozambique,31.249998822215705
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MOZ,Mozambique,26.917125926788717
Montane Grasslands & Shrublands,10.0,MOZ,Mozambique,20.02656406226277
Tropical & Subtropical Moist Broadleaf Forests,1.0,RWA,Rwanda,31.249999991166966
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,RWA,Rwanda,26.93122255339871
Montane Grasslands & Shrublands,10.0,RWA,Rwanda,20.118633031877767
Tropical & Subtropical Moist Broadleaf Forests,1.0,SYC,Seychelles,31.25
Deserts & Xeric Shrublands,13.0,SYC,Seychelles,5.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,SOM,Somalia,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SOM,Somalia,26.9169811219591
Deserts & Xeric Shrublands,13.0,SOM,Somalia,5.013402195962695
Deserts & Xeric Shrublands,13.0,ATF,French Southern Territories,5.0
Tropical & Subtropical Moist Broadleaf Forests,1.0,TZA,Tanzania,31.249993740566595
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TZA,Tanzania,26.917400036818847
Montane Grasslands & Shrublands,10.0,TZA,Tanzania,20.020150662827
Tropical & Subtropical Moist Broadleaf Forests,1.0,UGA,Uganda,31.249843707819508
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,UGA,Uganda,26.91820804998951
Montane Grasslands & Shrublands,10.0,UGA,Uganda,20.056511972702097
Tropical & Subtropical Dry Broadleaf Forests,2.0,ZMB,Zambia,23.333333346069725
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZMB,Zambia,26.91600643485637
Montane Grasslands & Shrublands,10.0,ZMB,Zambia,20.107782017361934
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZWE,Zimbabwe,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZWE,Zimbabwe,26.91667928336643
Montane Grasslands & Shrublands,10.0,ZWE,Zimbabwe,20.01158489123495
Deserts & Xeric Shrublands,13.0,ZWE,Zimbabwe,5.0461953840952685
Tropical & Subtropical Dry Broadleaf Forests,2.0,CPV,Cape Verde,23.33333333
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BFA,Burkina Faso,26.91666667
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GMB,Gambia,26.91666667
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GNB,Guinea-Bissau,26.91666667
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SEN,Senegal,26.91666667
Tropical & Subtropical Moist Broadleaf Forests,1.0,BEN,Benin,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BEN,Benin,26.916798690988777
Tropical & Subtropical Moist Broadleaf Forests,1.0,CIV,Côte d'Ivoire,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,CIV,Côte d'Ivoire,26.91748090460952
Tropical & Subtropical Moist Broadleaf Forests,1.0,GHA,Ghana,31.249999975010805
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GHA,Ghana,26.91711294252666
Tropical & Subtropical Moist Broadleaf Forests,1.0,GIN,Guinea,31.249999997798625
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GIN,Guinea,26.917745943928455
Tropical & Subtropical Moist Broadleaf Forests,1.0,LBR,Liberia,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LBR,Liberia,26.93503668089015
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MLI,Mali,26.91666667
Deserts & Xeric Shrublands,13.0,MLI,Mali,5.0021044275677085
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MRT,Mauritania,26.91666667
Deserts & Xeric Shrublands,13.0,MRT,Mauritania,5.002113042186743
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NER,Niger,26.91666667
Deserts & Xeric Shrublands,13.0,NER,Niger,5.001317561838551
Tropical & Subtropical Moist Broadleaf Forests,1.0,NGA,Nigeria,31.249999932916648
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NGA,Nigeria,26.916871029912606
Montane Grasslands & Shrublands,10.0,NGA,Nigeria,20.006199931054912
"Temperate Grasslands, Savannas & Shrublands",8.0,SHN,Saint Helena,20.0
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SHN,Saint Helena,26.91666667
Tropical & Subtropical Moist Broadleaf Forests,1.0,SLE,Sierra Leone,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SLE,Sierra Leone,26.918040774273646
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,TGO,Togo,26.91666680297198
Tropical & Subtropical Moist Broadleaf Forests,1.0,TGO,Togo,31.243628757703217
"Mediterranean Forests, Woodlands & Scrub",12.0,DZA,Algeria,23.0
Deserts & Xeric Shrublands,13.0,DZA,Algeria,5.000193887313991
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,DZA,Algeria,26.909123043504998
Temperate Conifer Forests,5.0,DZA,Algeria,25.196696030844414
"Mediterranean Forests, Woodlands & Scrub",12.0,EGY,Egypt,23.0
Deserts & Xeric Shrublands,13.0,EGY,Egypt,5.000037157924199
"Mediterranean Forests, Woodlands & Scrub",12.0,ESH,Western Sahara,23.0
Deserts & Xeric Shrublands,13.0,ESH,Western Sahara,5.000147292209842
Deserts & Xeric Shrublands,13.0,LBY,Libya,5.0
"Mediterranean Forests, Woodlands & Scrub",12.0,LBY,Libya,22.994498020402677
Temperate Conifer Forests,5.0,MAR,Morocco,25.2
Montane Grasslands & Shrublands,10.0,MAR,Morocco,20.00523231650355
"Mediterranean Forests, Woodlands & Scrub",12.0,MAR,Morocco,22.99999945869813
Deserts & Xeric Shrublands,13.0,MAR,Morocco,5.005794502263495
Tropical & Subtropical Moist Broadleaf Forests,1.0,SDN,Sudan,31.249447305879723
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SDN,Sudan,26.916691560291074
Montane Grasslands & Shrublands,10.0,SDN,Sudan,20.008465029697085
Deserts & Xeric Shrublands,13.0,SDN,Sudan,5.001599505607888
Temperate Conifer Forests,5.0,TUN,Tunisia,25.199996946029582
"Mediterranean Forests, Woodlands & Scrub",12.0,TUN,Tunisia,23.00011535271625
Deserts & Xeric Shrublands,13.0,TUN,Tunisia,5.004303229801647
Deserts & Xeric Shrublands,13.0,BWA,Botswana,5.000000191137769
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BWA,Botswana,26.90945074743081
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,LSO,Lesotho,26.91666667
Montane Grasslands & Shrublands,10.0,LSO,Lesotho,20.02220930051955
Deserts & Xeric Shrublands,13.0,NAM,Namibia,5.000000014281196
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NAM,Namibia,26.91278995912689
Tropical & Subtropical Moist Broadleaf Forests,1.0,SWZ,Swaziland,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SWZ,Swaziland,26.917684080284616
Montane Grasslands & Shrublands,10.0,SWZ,Swaziland,20.01929560114649
Tropical & Subtropical Moist Broadleaf Forests,1.0,ZAF,South Africa,31.25
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ZAF,South Africa,26.91700065747722
Montane Grasslands & Shrublands,10.0,ZAF,South Africa,20.00294812448026
"Mediterranean Forests, Woodlands & Scrub",12.0,ZAF,South Africa,23.001198119322986
Deserts & Xeric Shrublands,13.0,ZAF,South Africa,5.008089243837226
Temperate Broadleaf & Mixed Forests,4.0,BLR,Belarus,35.0
Temperate Broadleaf & Mixed Forests,4.0,HUN,Hungary,35.0
Temperate Broadleaf & Mixed Forests,4.0,BGR,Bulgaria,35.0
"Mediterranean Forests, Woodlands & Scrub",12.0,BGR,Bulgaria,23.031247411029952
"Temperate Grasslands, Savannas & Shrublands",8.0,BGR,Bulgaria,20.037586715203204
Temperate Broadleaf & Mixed Forests,4.0,CZE,Czech Republic,35.0
Temperate Conifer Forests,5.0,CZE,Czech Republic,25.22064750999896
Temperate Broadleaf & Mixed Forests,4.0,MDA,Moldova,35.0
"Temperate Grasslands, Savannas & Shrublands",8.0,MDA,Moldova,20.014710329779792
Temperate Broadleaf & Mixed Forests,4.0,POL,Poland,34.99999914100193
Temperate Conifer Forests,5.0,POL,Poland,25.205803116938924
Temperate Broadleaf & Mixed Forests,4.0,ROU,Romania,35.0
Temperate Conifer Forests,5.0,ROU,Romania,25.207815684754237
"Temperate Grasslands, Savannas & Shrublands",8.0,ROU,Romania,20.003760724219322
Temperate Broadleaf & Mixed Forests,4.0,RUS,Russia,35.0
"Temperate Grasslands, Savannas & Shrublands",8.0,RUS,Russia,20.001200618451822
Temperate Conifer Forests,5.0,RUS,Russia,25.19973471812319
Montane Grasslands & Shrublands,10.0,RUS,Russia,20.003627910019105
Deserts & Xeric Shrublands,13.0,RUS,Russia,5.003392577746851
Temperate Broadleaf & Mixed Forests,4.0,SVK,Slovakia,35.0
Temperate Conifer Forests,5.0,SVK,Slovakia,25.207827227345884
Temperate Broadleaf & Mixed Forests,4.0,UKR,Ukraine,34.999999996690164
Temperate Conifer Forests,5.0,UKR,Ukraine,25.20298390579114
"Temperate Grasslands, Savannas & Shrublands",8.0,UKR,Ukraine,20.00150683122884
Temperate Broadleaf & Mixed Forests,4.0,GGY,Guernsey,35.0
Temperate Broadleaf & Mixed Forests,4.0,IMN,Isle of Man,35.0
Temperate Broadleaf & Mixed Forests,4.0,JEY,Jersey,35.0
Temperate Broadleaf & Mixed Forests,4.0,BEL,Belgium,35.0
Temperate Broadleaf & Mixed Forests,4.0,LUX,Luxembourg,35.0
Temperate Broadleaf & Mixed Forests,4.0,NLD,Netherlands,35.0
"Mediterranean Forests, Woodlands & Scrub",12.0,MCO,Monaco,23.0
Temperate Broadleaf & Mixed Forests,4.0,AUT,Austria,35.0
Temperate Conifer Forests,5.0,AUT,Austria,25.20246422199549
Temperate Broadleaf & Mixed Forests,4.0,CHE,Switzerland,35.0
Temperate Conifer Forests,5.0,CHE,Switzerland,25.203021049807322
Temperate Broadleaf & Mixed Forests,4.0,DEU,Germany,34.99999999050481
Temperate Conifer Forests,5.0,DEU,Germany,25.213932035515906
Temperate Broadleaf & Mixed Forests,4.0,FRA,France,35.0
"Mediterranean Forests, Woodlands & Scrub",12.0,FRA,France,23.0036838797956
Temperate Conifer Forests,5.0,FRA,France,25.203846936027315
Temperate Broadleaf & Mixed Forests,4.0,LIE,Liechtenstein,34.999773655821066
Temperate Conifer Forests,5.0,LIE,Liechtenstein,25.221201732372382
Temperate Broadleaf & Mixed Forests,4.0,IRL,Ireland,35.0
"Temperate Grasslands, Savannas & Shrublands",8.0,FRO,Faroe Islands,20.0
Temperate Broadleaf & Mixed Forests,4.0,ALA,Åland,35.0
Temperate Broadleaf & Mixed Forests,4.0,DNK,Denmark,35.0
Temperate Broadleaf & Mixed Forests,4.0,EST,Estonia,35.0
Temperate Broadleaf & Mixed Forests,4.0,FIN,Finland,35.0
Temperate Broadleaf & Mixed Forests,4.0,LVA,Latvia,35.0
Temperate Broadleaf & Mixed Forests,4.0,LTU,Lithuania,35.0
Temperate Broadleaf & Mixed Forests,4.0,SWE,Sweden,35.0
Temperate Broadleaf & Mixed Forests,4.0,GBR,United Kingdom,35.0
Temperate Conifer Forests,5.0,GBR,United Kingdom,25.204908884950477
"Mediterranean Forests, Woodlands & Scrub",12.0,GBR,United Kingdom,23.0
Temperate Broadleaf & Mixed Forests,4.0,NOR,Norway,35.0
Temperate Conifer Forests,5.0,NOR,Norway,25.2
