ISO3,COUNTRY,BIOME_NAME,BIOME_NUM,sum
COD,Democratic Republic of the Congo,Tropical & Subtropical Moist Broadleaf Forests,1.0,1.3551319256739008E9
COD,Democratic Republic of the Congo,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,8.738385997350887E9
COD,Democratic Republic of the Congo,Montane Grasslands & Shrublands,10.0,0.0
CAF,Central African Republic,Tropical & Subtropical Moist Broadleaf Forests,1.0,538793.9994846717
CAF,Central African Republic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,5.392582180026893E9
COG,Republic of Congo,Tropical & Subtropical Moist Broadleaf Forests,1.0,5.126606701218912E8
COG,Republic of Congo,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.8050084518769646E9
CMR,Cameroon,Tropical & Subtropical Moist Broadleaf Forests,1.0,6076763.738556987
CMR,Cameroon,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,3.01477528672175E9
GAB,Gabon,Tropical & Subtropical Moist Broadleaf Forests,1.0,4.556623448595835E8
GAB,Gabon,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.842495167867474E9
TCD,Chad,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,3.554523500622226E11
TCD,Chad,Deserts & Xeric Shrublands,13.0,3.0886838201553814E10
COM,Comoros,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
MYT,Mayotte,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
MUS,Mauritius,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
REU,Reunion,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
DJI,Djibouti,Deserts & Xeric Shrublands,13.0,3.8719662847643633E9
BDI,Burundi,Tropical & Subtropical Moist Broadleaf Forests,1.0,8.333478534793465E8
BDI,Burundi,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,8.015696904498491E8
ERI,Eritrea,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.0887413232689926E10
ERI,Eritrea,Montane Grasslands & Shrublands,10.0,1.3946576982802244E10
ERI,Eritrea,Deserts & Xeric Shrublands,13.0,1.088760029030959E10
ETH,Ethiopia,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.068474828909987E8
ETH,Ethiopia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,8.345454208324995E10
ETH,Ethiopia,Montane Grasslands & Shrublands,10.0,4.637368241911423E8
ETH,Ethiopia,Deserts & Xeric Shrublands,13.0,2.3807490081239384E10
KEN,Kenya,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.4896778249026318E9
KEN,Kenya,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.9412340348464703E11
KEN,Kenya,Tropical & Subtropical Moist Broadleaf Forests,1.0,7034952.433959008
KEN,Kenya,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,7034952.433959008
KEN,Kenya,Montane Grasslands & Shrublands,10.0,2.6658878769730604E8
MDG,Madagascar,Tropical & Subtropical Moist Broadleaf Forests,1.0,8.172859925720354E10
MDG,Madagascar,Tropical & Subtropical Dry Broadleaf Forests,2.0,4.559531744849836E10
MDG,Madagascar,Montane Grasslands & Shrublands,10.0,2.6389415982292062E8
MDG,Madagascar,Deserts & Xeric Shrublands,13.0,2.8214532862314552E10
MWI,Malawi,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
MWI,Malawi,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,4.532634093476265E9
MWI,Malawi,Montane Grasslands & Shrublands,10.0,8.215794523893611E7
MOZ,Mozambique,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.3564823241686672E10
MOZ,Mozambique,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.4119994294478754E11
MOZ,Mozambique,Montane Grasslands & Shrublands,10.0,1.1399701414851862E8
RWA,Rwanda,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.1505440471070105E8
RWA,Rwanda,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.4833067331500955E9
RWA,Rwanda,Montane Grasslands & Shrublands,10.0,0.0
SYC,Seychelles,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
SYC,Seychelles,Deserts & Xeric Shrublands,13.0,0.0
SOM,Somalia,Tropical & Subtropical Moist Broadleaf Forests,1.0,4.097449951779064E10
SOM,Somalia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.785608971167532E11
SOM,Somalia,Deserts & Xeric Shrublands,13.0,5.553606465961626E10
ATF,French Southern Territories,Deserts & Xeric Shrublands,13.0,0.0
TZA,Tanzania,Tropical & Subtropical Moist Broadleaf Forests,1.0,9.679005725553122E9
TZA,Tanzania,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.1175294538734659E11
TZA,Tanzania,Montane Grasslands & Shrublands,10.0,2.6189524082836857E9
UGA,Uganda,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.806074247954786E8
UGA,Uganda,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.317599663753545E10
UGA,Uganda,Montane Grasslands & Shrublands,10.0,5239012.931441242
ZMB,Zambia,Tropical & Subtropical Dry Broadleaf Forests,2.0,1.662057475264042E9
ZMB,Zambia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.2913235621553119E11
ZMB,Zambia,Montane Grasslands & Shrublands,10.0,1.2052547449015748E7
ZWE,Zimbabwe,Tropical & Subtropical Moist Broadleaf Forests,1.0,5.788337758171383E7
ZWE,Zimbabwe,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.1981968307723819E11
ZWE,Zimbabwe,Montane Grasslands & Shrublands,10.0,1.2821548456171756E9
ZWE,Zimbabwe,Deserts & Xeric Shrublands,13.0,1.5807933067320526E8
CPV,Cape Verde,Tropical & Subtropical Dry Broadleaf Forests,2.0,0.0
BFA,Burkina Faso,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.4454566376356161E10
GMB,Gambia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,3.020661322426754E9
GNB,Guinea-Bissau,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,5.883249869596289E9
SEN,Senegal,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.4391028797363922E10
BEN,Benin,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
BEN,Benin,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.3714997033233783E8
CIV,Côte d'Ivoire,Tropical & Subtropical Moist Broadleaf Forests,1.0,1.2004982899714942E9
CIV,Côte d'Ivoire,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,5.8382251817194664E10
GHA,Ghana,Tropical & Subtropical Moist Broadleaf Forests,1.0,4.284116199812943E8
GHA,Ghana,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,5.257370918293833E10
GIN,Guinea,Tropical & Subtropical Moist Broadleaf Forests,1.0,3.2463295873620377E9
GIN,Guinea,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.7240049702207397E10
LBR,Liberia,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
LBR,Liberia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,0.0
MLI,Mali,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.9374791088416885E11
MLI,Mali,Deserts & Xeric Shrublands,13.0,6.118455451070953E9
MRT,Mauritania,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,9.418282776461363E10
MRT,Mauritania,Deserts & Xeric Shrublands,13.0,4.770906876967977E8
NER,Niger,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.6839574048456354E11
NER,Niger,Deserts & Xeric Shrublands,13.0,8.14680843504852E9
NGA,Nigeria,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.5455168473588943E8
NGA,Nigeria,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,5.838084923162804E10
NGA,Nigeria,Montane Grasslands & Shrublands,10.0,4.534994605299355E8
SHN,Saint Helena,"Temperate Grasslands, Savannas & Shrublands",8.0,0.0
SHN,Saint Helena,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,0.0
SLE,Sierra Leone,Tropical & Subtropical Moist Broadleaf Forests,1.0,1.9204619726602998E8
SLE,Sierra Leone,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.7425411231635743E8
TGO,Togo,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.2148545589580588E9
TGO,Togo,Tropical & Subtropical Moist Broadleaf Forests,1.0,0.0
DZA,Algeria,"Mediterranean Forests, Woodlands & Scrub",12.0,7.319873195308055E10
DZA,Algeria,Deserts & Xeric Shrublands,13.0,1.4163107119872543E11
DZA,Algeria,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,7.207765245899615E7
DZA,Algeria,Temperate Conifer Forests,5.0,1.5341710503967593E9
EGY,Egypt,"Mediterranean Forests, Woodlands & Scrub",12.0,0.0
EGY,Egypt,Deserts & Xeric Shrublands,13.0,3.3109116040985937E9
ESH,Western Sahara,"Mediterranean Forests, Woodlands & Scrub",12.0,0.0
ESH,Western Sahara,Deserts & Xeric Shrublands,13.0,3.3176871510492387E9
LBY,Libya,Deserts & Xeric Shrublands,13.0,1.0432265022261018E11
LBY,Libya,"Mediterranean Forests, Woodlands & Scrub",12.0,6.907838914477705E9
MAR,Morocco,Temperate Conifer Forests,5.0,4.038129230890732E9
MAR,Morocco,Montane Grasslands & Shrublands,10.0,3.70904602418429E9
MAR,Morocco,"Mediterranean Forests, Woodlands & Scrub",12.0,9.491038351288892E10
MAR,Morocco,Deserts & Xeric Shrublands,13.0,1.5467383701747734E10
SDN,Sudan,Tropical & Subtropical Moist Broadleaf Forests,1.0,1.3379119194337282E9
SDN,Sudan,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,7.458472247229476E11
SDN,Sudan,Montane Grasslands & Shrublands,10.0,1.1961396449576159E9
SDN,Sudan,Deserts & Xeric Shrublands,13.0,2.4929789865038868E10
TUN,Tunisia,Temperate Conifer Forests,5.0,9474211.158233523
TUN,Tunisia,"Mediterranean Forests, Woodlands & Scrub",12.0,4.854136725815431E9
TUN,Tunisia,Deserts & Xeric Shrublands,13.0,7.741641290670797E9
BWA,Botswana,Deserts & Xeric Shrublands,13.0,1.1691027494367812E11
BWA,Botswana,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,8.035677192663084E10
LSO,Lesotho,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.1179319797690186E10
LSO,Lesotho,Montane Grasslands & Shrublands,10.0,4.316888610618738E9
NAM,Namibia,Deserts & Xeric Shrublands,13.0,2.5380831907165646E11
NAM,Namibia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,9.454759644277888E10
SWZ,Swaziland,Tropical & Subtropical Moist Broadleaf Forests,1.0,8.949685162653849E8
SWZ,Swaziland,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,2.2064446136014957E9
SWZ,Swaziland,Montane Grasslands & Shrublands,10.0,1.2633538665682197E9
ZAF,South Africa,Tropical & Subtropical Moist Broadleaf Forests,1.0,2.551916921667433E9
ZAF,South Africa,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,1.1462449289937524E11
ZAF,South Africa,Montane Grasslands & Shrublands,10.0,8.101148517712509E10
ZAF,South Africa,"Mediterranean Forests, Woodlands & Scrub",12.0,5.918708992532238E10
ZAF,South Africa,Deserts & Xeric Shrublands,13.0,3.7078896993472516E11
BLR,Belarus,Temperate Broadleaf & Mixed Forests,4.0,4606943.214731732
HUN,Hungary,Temperate Broadleaf & Mixed Forests,4.0,1.150894485559082E7
BGR,Bulgaria,Temperate Broadleaf & Mixed Forests,4.0,6.628990995422117E8
BGR,Bulgaria,"Mediterranean Forests, Woodlands & Scrub",12.0,0.0
BGR,Bulgaria,"Temperate Grasslands, Savannas & Shrublands",8.0,0.0
CZE,Czech Republic,Temperate Broadleaf & Mixed Forests,4.0,0.0
CZE,Czech Republic,Temperate Conifer Forests,5.0,0.0
MDA,Moldova,Temperate Broadleaf & Mixed Forests,4.0,0.0
MDA,Moldova,"Temperate Grasslands, Savannas & Shrublands",8.0,0.0
POL,Poland,Temperate Broadleaf & Mixed Forests,4.0,1416856.3104228894
POL,Poland,Temperate Conifer Forests,5.0,2156979.438659668
ROU,Romania,Temperate Broadleaf & Mixed Forests,4.0,1.2652360313243818E9
ROU,Romania,Temperate Conifer Forests,5.0,1.3524452244507685E9
ROU,Romania,"Temperate Grasslands, Savannas & Shrublands",8.0,0.0
RUS,Russia,Temperate Broadleaf & Mixed Forests,4.0,1.6224738116779514E10
RUS,Russia,"Temperate Grasslands, Savannas & Shrublands",8.0,5.508939735763781E10
RUS,Russia,Temperate Conifer Forests,5.0,2.8814968722993817E9
RUS,Russia,Montane Grasslands & Shrublands,10.0,9.220016509231369E9
RUS,Russia,Deserts & Xeric Shrublands,13.0,6.2064145067759766E10
SVK,Slovakia,Temperate Broadleaf & Mixed Forests,4.0,1.4612782874951892E7
SVK,Slovakia,Temperate Conifer Forests,5.0,3.978682753412272E7
UKR,Ukraine,Temperate Broadleaf & Mixed Forests,4.0,6180745.094543457
UKR,Ukraine,Temperate Conifer Forests,5.0,2.7021362967136044E7
UKR,Ukraine,"Temperate Grasslands, Savannas & Shrublands",8.0,7193869.534707941
GGY,Guernsey,Temperate Broadleaf & Mixed Forests,4.0,0.0
IMN,Isle of Man,Temperate Broadleaf & Mixed Forests,4.0,0.0
JEY,Jersey,Temperate Broadleaf & Mixed Forests,4.0,0.0
BEL,Belgium,Temperate Broadleaf & Mixed Forests,4.0,8.622421863629198E7
LUX,Luxembourg,Temperate Broadleaf & Mixed Forests,4.0,0.0
NLD,Netherlands,Temperate Broadleaf & Mixed Forests,4.0,7.638917306621379E8
MCO,Monaco,"Mediterranean Forests, Woodlands & Scrub",12.0,0.0
AUT,Austria,Temperate Broadleaf & Mixed Forests,4.0,3.510980311477889E7
AUT,Austria,Temperate Conifer Forests,5.0,3.7609419884283304E9
CHE,Switzerland,Temperate Broadleaf & Mixed Forests,4.0,5.2515888343600646E7
CHE,Switzerland,Temperate Conifer Forests,5.0,2.623967399573485E9
DEU,Germany,Temperate Broadleaf & Mixed Forests,4.0,4.3519729196965533E8
DEU,Germany,Temperate Conifer Forests,5.0,5.92139799404948E7
FRA,France,Temperate Broadleaf & Mixed Forests,4.0,1.331965627418676E9
FRA,France,"Mediterranean Forests, Woodlands & Scrub",12.0,5.701777634665574E8
